"TIME"," 1-REF"
000:00:04.350,14.81
000:00:04.375,14.12
000:00:04.400,13.89
000:00:04.425,13.36
000:00:04.450,12.14
000:00:04.475, 8.02
000:00:04.500,-4.20
000:00:04.525,11.83
000:00:04.550,67.56
000:00:04.575,76.56
000:00:04.600,44.05
000:00:04.625,30.46
000:00:04.650,32.98
000:00:04.675,26.72
000:00:04.700,24.27
000:00:04.725,22.06
000:00:04.750,22.67
000:00:04.775,15.73
000:00:04.800,-6.11
000:00:04.825,-26.34
000:00:04.850,-10.00
000:00:04.875, 8.63
000:00:04.900,-7.25
000:00:04.925,-22.06
000:00:04.950,-15.19
000:00:04.975,-9.92
000:00:05.000,-2.90
000:00:05.025, 8.85
000:00:05.050,-0.84
000:00:05.075,-0.08
000:00:05.100,-2.52
000:00:05.125,-4.12
000:00:05.150,14.12
000:00:05.175,50.53
000:00:05.200,51.15
000:00:05.225,26.34
000:00:05.250,13.59
000:00:05.275,21.30
000:00:05.300,20.38
000:00:05.325,18.40
000:00:05.350,21.22
000:00:05.375,12.29
000:00:05.400, 4.27
000:00:05.425,17.33
000:00:05.450,29.24
000:00:05.475,17.25
000:00:05.500, 4.12
000:00:05.525,17.79
000:00:05.550,30.15
000:00:05.575,22.75
000:00:05.600,-0.46
000:00:05.625,-17.94
000:00:05.650,-9.77
000:00:05.675,-0.99
000:00:05.700,-6.18
000:00:05.725,-10.99
000:00:05.750,-13.74
000:00:05.775,-1.91
000:00:05.800, 2.67
000:00:05.825,-2.90
000:00:05.850,-3.44
000:00:05.875, 8.93
000:00:05.900,-1.83
000:00:05.925,-16.18
000:00:05.950,-7.02
000:00:05.975, 1.60
000:00:06.000,-15.19
000:00:06.025,-17.86
000:00:06.050,-7.10
000:00:06.075, 5.50
000:00:06.100,-5.50
000:00:06.125,-17.10
000:00:06.150,13.74
000:00:06.175,74.12
000:00:06.200,85.57
000:00:06.225,63.05
000:00:06.250,40.31
000:00:06.275,27.71
000:00:06.300,13.05
000:00:06.325, 9.69
000:00:06.350,36.11
000:00:06.375,86.72
000:00:06.400,121.60
000:00:06.425,107.94
000:00:06.450,58.09
000:00:06.475, 5.65
000:00:06.500,-20.69
000:00:06.525,-33.66
000:00:06.550,-57.25
000:00:06.575,-81.30
000:00:06.600,-97.63
000:00:06.625,-85.42
000:00:06.650,-69.47
000:00:06.675,-60.61
000:00:06.700,-59.62
000:00:06.725,-71.68
000:00:06.750,-64.12
000:00:06.775,-24.43
000:00:06.800,-11.83
000:00:06.825,-15.88
000:00:06.850,-18.70
000:00:06.875,-7.40
000:00:06.900, 5.27
000:00:06.925,-8.55
000:00:06.950,-13.28
000:00:06.975,-6.03
000:00:07.000,-8.55
000:00:07.025,-10.23
000:00:07.050, 3.36
000:00:07.075,24.96
000:00:07.100,29.62
000:00:07.125, 9.24
000:00:07.150,-6.41
000:00:07.175, 2.90
000:00:07.200,-0.84
000:00:07.225,-5.42
000:00:07.250,-3.51
000:00:07.275, 3.13
000:00:07.300,28.93
000:00:07.325,44.73
000:00:07.350,34.43
000:00:07.375,36.11
000:00:07.400,34.66
000:00:07.425,19.08
000:00:07.450, 9.77
000:00:07.475,23.36
000:00:07.500,27.86
000:00:07.525,17.86
000:00:07.550, 4.12
000:00:07.575,23.89
000:00:07.600,104.58
000:00:07.625,140.23
000:00:07.650,94.81
000:00:07.675,56.34
000:00:07.700,45.11
000:00:07.725,29.54
000:00:07.750,14.66
000:00:07.775,11.15
000:00:07.800, 8.78
000:00:07.825,-4.27
000:00:07.850,-2.21
000:00:07.875,36.49
000:00:07.900,41.37
000:00:07.925, 4.73
000:00:07.950,-15.19
000:00:07.975,-7.79
000:00:08.000,-4.81
000:00:08.025,-16.79
000:00:08.050,-36.11
000:00:08.075,-52.06
000:00:08.100,-26.41
000:00:08.125,-0.38
000:00:08.150,-21.76
000:00:08.175,-33.13
000:00:08.200,-12.98
000:00:08.225,-11.15
000:00:08.250,-19.62
000:00:08.275,-14.96
000:00:08.300,-14.89
000:00:08.325,-16.95
000:00:08.350,-1.37
000:00:08.375, 9.92
000:00:08.400,16.87
000:00:08.425, 1.15
000:00:08.450,-8.24
000:00:08.475,10.76
000:00:08.500,21.15
000:00:08.525,29.39
000:00:08.550,40.99
000:00:08.575,30.00
000:00:08.600,44.81
000:00:08.625,49.69
000:00:08.650,31.53
000:00:08.675,24.89
000:00:08.700,31.68
000:00:08.725,44.50
000:00:08.750,35.27
000:00:08.775,20.69
000:00:08.800,27.48
000:00:08.825,35.95
000:00:08.850,33.13
000:00:08.875,27.18
000:00:08.900,36.72
000:00:08.925,35.11
000:00:08.950,16.79
000:00:08.975, 4.27
000:00:09.000, 8.32
000:00:09.025,26.41
000:00:09.050,25.95
000:00:09.075,14.50
000:00:09.100, 2.14
000:00:09.125, 0.08
000:00:09.150, 3.51
000:00:09.175, 7.02
000:00:09.200, 5.50
000:00:09.225,-0.84
000:00:09.250,-10.38
000:00:09.275,-15.11
000:00:09.300,-8.85
000:00:09.325, 4.27
000:00:09.350,13.66
000:00:09.375, 1.91
000:00:09.400, 4.58
000:00:09.425,-0.99
000:00:09.450,-14.96
000:00:09.475,-12.44
000:00:09.500, 3.05
000:00:09.525,30.46
000:00:09.550,19.08
000:00:09.575,-9.16
000:00:09.600,-13.51
000:00:09.625, 6.41
000:00:09.650, 6.03
000:00:09.675,-5.27
000:00:09.700,-4.20
000:00:09.725, 3.97
000:00:09.750, 3.74
000:00:09.775, 5.19
000:00:09.800,-5.73
000:00:09.825,-5.65
000:00:09.850,-7.02
000:00:09.875,-20.38
000:00:09.900,-13.05
000:00:09.925, 3.21
000:00:09.950, 3.82
000:00:09.975,-12.44
000:00:10.000,-21.98
000:00:10.025,-8.70
000:00:10.050,-4.66
000:00:10.075,-17.79
000:00:10.100,-30.46
000:00:10.125,-18.47
000:00:10.150,-10.69
000:00:10.175,-12.67
000:00:10.200,-15.19
000:00:10.225,-10.31
000:00:10.250,-19.47
000:00:10.275,-21.07
000:00:10.300,-22.52
000:00:10.325,-7.79
000:00:10.350,-8.78
000:00:10.375,-18.24
000:00:10.400,-18.09
000:00:10.425,-11.37
000:00:10.450,-5.95
000:00:10.475, 0.38
000:00:10.500,-13.05
000:00:10.525,-17.94
000:00:10.550,-9.77
000:00:10.575, 6.87
000:00:10.600, 0.00
000:00:10.625,-5.95
000:00:10.650,-12.67
000:00:10.675,-14.20
000:00:10.700,-17.94
000:00:10.725,-8.70
000:00:10.750, 1.15
000:00:10.775,-2.90
000:00:10.800,-19.39
000:00:10.825,-15.34
000:00:10.850,-3.28
000:00:10.875,-8.93
000:00:10.900,-26.49
000:00:10.925,-13.82
000:00:10.950,-11.91
000:00:10.975,-30.15
000:00:11.000,-31.76
000:00:11.025,-12.44
000:00:11.050,-5.19
000:00:11.075,-8.93
000:00:11.100,-24.81
000:00:11.125,-27.10
000:00:11.150,-18.70
000:00:11.175,-5.27
000:00:11.200, 0.92
000:00:11.225,-8.63
000:00:11.250,-16.03
000:00:11.275,-8.24
000:00:11.300,-2.90
000:00:11.325,-6.79
000:00:11.350,-10.61
000:00:11.375,-16.72
000:00:11.400,-13.21
000:00:11.425,-3.89
000:00:11.450,-1.37
000:00:11.475,-6.95
000:00:11.500,-17.79
000:00:11.525,-20.15
000:00:11.550,-12.67
000:00:11.575,-17.79
000:00:11.600,-24.58
000:00:11.625,-13.59
000:00:11.650,-7.86
000:00:11.675,-21.68
000:00:11.700,-25.04
000:00:11.725,-15.19
000:00:11.750,-4.43
000:00:11.775,-3.21
000:00:11.800,-10.61
000:00:11.825,-8.32
000:00:11.850,-1.98
000:00:11.875,-1.37
000:00:11.900,-5.42
000:00:11.925,-9.16
000:00:11.950, 0.31
000:00:11.975,-0.15
000:00:12.000,-10.61
000:00:12.025,-10.61
000:00:12.050,-7.18
000:00:12.075,-13.66
000:00:12.100,-15.34
000:00:12.125,-16.87
000:00:12.150,-8.85
000:00:12.175, 3.28
000:00:12.200,-3.44
000:00:12.225,-24.12
000:00:12.250,-30.46
000:00:12.275,-20.61
000:00:12.300,-9.92
000:00:12.325,-15.57
000:00:12.350,-6.72
000:00:12.375,-11.83
000:00:12.400,-14.27
000:00:12.425,-5.57
000:00:12.450,-5.34
000:00:12.475,-5.73
000:00:12.500,-2.98
000:00:12.525,-2.98
000:00:12.550,-3.44
000:00:12.575,-8.85
000:00:12.600,-14.20
000:00:12.625,-18.40
000:00:12.650,-19.31
000:00:12.675, 0.23
000:00:12.700, 1.07
000:00:12.725,-12.44
000:00:12.750,-7.63
000:00:12.775, 6.64
000:00:12.800,-0.92
000:00:12.825,-9.85
000:00:12.850,-10.46
000:00:12.875,-5.57
000:00:12.900,-9.39
000:00:12.925,-13.36
000:00:12.950,-10.69
000:00:12.975,-5.50
000:00:13.000, 3.44
000:00:13.025, 3.05
000:00:13.050,-2.37
000:00:13.075, 0.99
000:00:13.100,-2.52
000:00:13.125,-9.24
000:00:13.150,-5.73
000:00:13.175, 3.28
000:00:13.200,-3.89
000:00:13.225,-7.25
000:00:13.250,-4.12
000:00:13.275, 3.44
000:00:13.300,-3.13
000:00:13.325,-15.65
000:00:13.350,-18.09
000:00:13.375, 2.98
000:00:13.400,17.25
000:00:13.425, 1.83
000:00:13.450,-12.44
000:00:13.475, 0.00
000:00:13.500,-9.08
000:00:13.525,-22.98
000:00:13.550,-6.26
000:00:13.575,12.06
000:00:13.600,12.14
000:00:13.625,-1.68
000:00:13.650,-20.08
000:00:13.675,-17.79
000:00:13.700,-15.73
000:00:13.725,-11.91
000:00:13.750,-19.39
000:00:13.775,-23.36
000:00:13.800,-28.40
000:00:13.825,-28.85
000:00:13.850,-38.47
000:00:13.875,-12.67
000:00:13.900,16.72
000:00:13.925, 6.56
000:00:13.950,-17.48
000:00:13.975,-22.67
000:00:14.000,-11.53
000:00:14.025,-4.66
000:00:14.050,-1.83
000:00:14.075,19.85
000:00:14.100, 6.41
000:00:14.125,-10.15
000:00:14.150,-11.76
000:00:14.175, 5.95
000:00:14.200,18.02
000:00:14.225,19.85
000:00:14.250,24.05
000:00:14.275,24.12
000:00:14.300,13.21
000:00:14.325, 4.81
000:00:14.350,-8.24
000:00:14.375,-3.44
000:00:14.400,14.12
000:00:14.425,20.84
000:00:14.450,13.51
000:00:14.475, 7.25
000:00:14.500, 4.73
000:00:14.525,-1.30
000:00:14.550,-3.82
000:00:14.575,17.79
000:00:14.600,23.51
000:00:14.625, 7.71
000:00:14.650,-2.82
000:00:14.675, 9.01
000:00:14.700,19.31
000:00:14.725, 8.63
000:00:14.750, 2.29
000:00:14.775, 7.79
000:00:14.800,-3.05
000:00:14.825,-18.40
000:00:14.850,-17.18
000:00:14.875,11.37
000:00:14.900,30.15
000:00:14.925,14.73
000:00:14.950,-8.40
000:00:14.975,-6.95
000:00:15.000,12.90
000:00:15.025,28.55
000:00:15.050,28.85
000:00:15.075,27.79
000:00:15.100,30.08
000:00:15.125,16.79
000:00:15.150,13.05
000:00:15.175, 8.47
000:00:15.200,10.31
000:00:15.225,15.27
000:00:15.250, 2.90
000:00:15.275,-8.02
000:00:15.300,-6.26
000:00:15.325,-10.53
000:00:15.350,-11.68
000:00:15.375, 5.80
000:00:15.400,14.73
000:00:15.425,-7.40
000:00:15.450,-18.40
000:00:15.475,-2.29
000:00:15.500, 6.79
000:00:15.525,-1.60
000:00:15.550,-4.20
000:00:15.575,-4.89
000:00:15.600,-3.74
000:00:15.625,-12.14
000:00:15.650,-9.85
000:00:15.675, 0.69
000:00:15.700,22.67
000:00:15.725, 9.62
000:00:15.750,-13.59
000:00:15.775,-13.59
000:00:15.800, 2.67
000:00:15.825, 6.26
000:00:15.850, 1.91
000:00:15.875,-0.31
000:00:15.900,10.46
000:00:15.925, 5.04
000:00:15.950,-13.66
000:00:15.975,-10.69
000:00:16.000, 9.77
000:00:16.025, 3.74
000:00:16.050,-11.37
000:00:16.075,-6.79
000:00:16.100,-1.45
000:00:16.125,-13.74
000:00:16.150,-16.49
000:00:16.175, 8.55
000:00:16.200,23.36
000:00:16.225,13.05
000:00:16.250,-11.68
000:00:16.275,-17.71
000:00:16.300, 1.91
000:00:16.325, 3.28
000:00:16.350,-1.22
000:00:16.375,-6.26
000:00:16.400,-4.96
000:00:16.425,-2.44
000:00:16.450,-4.05
000:00:16.475,-3.13
000:00:16.500, 1.91
000:00:16.525, 1.30
000:00:16.550,-17.79
000:00:16.575,-18.02
000:00:16.600,-9.24
000:00:16.625,-4.05
000:00:16.650,-0.99
000:00:16.675, 4.73
000:00:16.700, 1.91
000:00:16.725,-7.79
000:00:16.750,-24.50
000:00:16.775,-14.89
000:00:16.800, 7.18
000:00:16.825,13.13
000:00:16.850,-5.88
000:00:16.875,-21.30
000:00:16.900,-19.01
000:00:16.925,16.72
000:00:16.950,25.65
000:00:16.975,-0.46
000:00:17.000,-14.89
000:00:17.025,-10.23
000:00:17.050,-6.64
000:00:17.075,-0.08
000:00:17.100,-0.84
000:00:17.125, 4.50
000:00:17.150,-1.68
000:00:17.175,-10.84
000:00:17.200,-18.47
000:00:17.225, 5.73
000:00:17.250,22.90
000:00:17.275,19.69
000:00:17.300,-1.15
000:00:17.325,-6.18
000:00:17.350,-1.15
000:00:17.375,-0.99
000:00:17.400,-5.95
000:00:17.425, 3.59
000:00:17.450,-14.96
000:00:17.475,-47.63
000:00:17.500,-48.32
000:00:17.525,-7.33
000:00:17.550,13.59
000:00:17.575, 8.85
000:00:17.600,-10.61
000:00:17.625,-12.06
000:00:17.650,-9.77
000:00:17.675, 1.15
000:00:17.700, 9.54
000:00:17.725,19.31
000:00:17.750,10.08
000:00:17.775,-6.26
000:00:17.800,-10.31
000:00:17.825, 4.50
000:00:17.850, 9.47
000:00:17.875, 5.27
000:00:17.900, 6.95
000:00:17.925,12.37
000:00:17.950, 4.50
000:00:17.975,-3.59
000:00:18.000,-9.39
000:00:18.025, 3.28
000:00:18.050,11.22
000:00:18.075, 5.42
000:00:18.100, 2.98
000:00:18.125, 0.99
000:00:18.150,-5.80
000:00:18.175,-10.61
000:00:18.200, 0.92
000:00:18.225,19.39
000:00:18.250,27.02
000:00:18.275,10.76
000:00:18.300,-20.99
000:00:18.325,-18.09
000:00:18.350, 7.02
000:00:18.375,12.60
000:00:18.400, 7.63
000:00:18.425,-8.02
000:00:18.450,-22.06
000:00:18.475,-18.85
000:00:18.500,-0.61
000:00:18.525,16.34
000:00:18.550, 8.32
000:00:18.575,-22.82
000:00:18.600,-25.19
000:00:18.625,-7.63
000:00:18.650, 4.05
000:00:18.675,-0.61
000:00:18.700,-8.24
000:00:18.725,-10.92
000:00:18.750,-3.44
000:00:18.775,-9.39
000:00:18.800,-8.63
000:00:18.825,-1.45
000:00:18.850, 5.65
000:00:18.875,-2.14
000:00:18.900,-20.46
000:00:18.925,-19.92
000:00:18.950,-8.02
000:00:18.975,-4.73
000:00:19.000,-5.42
000:00:19.025,-7.94
000:00:19.050,-5.80
000:00:19.075,-3.89
000:00:19.100,-12.98
000:00:19.125,-1.07
000:00:19.150, 8.93
000:00:19.175,-2.29
000:00:19.200,-15.34
000:00:19.225,-6.72
000:00:19.250,14.43
000:00:19.275,10.23
000:00:19.300,-12.60
000:00:19.325,-13.51
000:00:19.350,11.07
000:00:19.375,20.92
000:00:19.400, 3.66
000:00:19.425,-14.05
000:00:19.450,-8.55
000:00:19.475, 5.34
000:00:19.500,-2.52
000:00:19.525,-16.79
000:00:19.550, 0.00
000:00:19.575,10.61
000:00:19.600, 0.92
000:00:19.625, 1.53
000:00:19.650,17.71
000:00:19.675,20.99
000:00:19.700, 5.04
000:00:19.725,-9.54
000:00:19.750, 5.65
000:00:19.775,13.89
000:00:19.800, 8.55
000:00:19.825,-6.56
000:00:19.850,-2.75
000:00:19.875,19.69
000:00:19.900,22.98
000:00:19.925,16.34
000:00:19.950,11.15
000:00:19.975,14.81
000:00:20.000,11.76
000:00:20.025, 1.07
000:00:20.050, 7.56
000:00:20.075,21.68
000:00:20.100,12.98
000:00:20.125,-0.76
000:00:20.150,-8.78
000:00:20.175,-1.30
000:00:20.200,13.66
000:00:20.225,18.70
000:00:20.250, 4.05
000:00:20.275,-7.63
000:00:20.300,-21.76
000:00:20.325,-22.90
000:00:20.350,-12.60
000:00:20.375,-30.46
000:00:20.400,-54.66
000:00:20.425,-54.35
000:00:20.450,-26.26
000:00:20.475, 7.56
000:00:20.500, 7.71
000:00:20.525,16.95
000:00:20.550,32.44
000:00:20.575,30.38
000:00:20.600,-6.79
000:00:20.625,-30.69
000:00:20.650, 2.52
000:00:20.675,43.36
000:00:20.700,54.12
000:00:20.725,48.93
000:00:20.750,20.00
000:00:20.775,11.83
000:00:20.800,18.32
000:00:20.825,24.96
000:00:20.850,20.99
000:00:20.875,22.67
000:00:20.900, 4.66
000:00:20.925,-9.01
000:00:20.950, 2.37
000:00:20.975,24.20
000:00:21.000,33.21
000:00:21.025,25.65
000:00:21.050, 4.12
000:00:21.075,-14.27
000:00:21.100,-4.89
000:00:21.125,15.80
000:00:21.150,17.63
000:00:21.175, 9.39
000:00:21.200,-17.79
000:00:21.225,-31.53
000:00:21.250,-20.08
000:00:21.275, 5.11
000:00:21.300,21.91
000:00:21.325, 6.11
000:00:21.350,-18.09
000:00:21.375,-16.79
000:00:21.400,-0.46
000:00:21.425,17.10
000:00:21.450,26.56
000:00:21.475,32.82
000:00:21.500,19.47
000:00:21.525,12.67
000:00:21.550,12.37
000:00:21.575,12.60
000:00:21.600,10.53
000:00:21.625, 6.11
000:00:21.650,-3.51
000:00:21.675,-5.95
000:00:21.700,-10.61
000:00:21.725,-10.15
000:00:21.750, 2.21
000:00:21.775,18.70
000:00:21.800, 9.62
000:00:21.825,-0.61
000:00:21.850,-18.24
000:00:21.875,-17.18
000:00:21.900,14.50
000:00:21.925,19.31
000:00:21.950, 0.99
000:00:21.975,-4.66
000:00:22.000,-13.21
000:00:22.025,-15.80
000:00:22.050,-9.54
000:00:22.075,-2.06
000:00:22.100, 8.02
000:00:22.125,-9.77
000:00:22.150,-35.57
000:00:22.175,-33.36
000:00:22.200,-8.47
000:00:22.225,-2.75
000:00:22.250,-10.69
000:00:22.275,-5.19
000:00:22.300,-2.98
000:00:22.325,-10.84
000:00:22.350,-15.57
000:00:22.375,-14.43
000:00:22.400, 6.87
000:00:22.425, 7.33
000:00:22.450,-11.83
000:00:22.475,-13.89
000:00:22.500,-6.41
000:00:22.525,-3.89
000:00:22.550,-0.76
000:00:22.575, 0.38
000:00:22.600,-1.15
000:00:22.625,-2.98
000:00:22.650,-9.08
000:00:22.675,-1.30
000:00:22.700, 6.95
000:00:22.725, 0.76
000:00:22.750, 1.68
000:00:22.775,-7.02
000:00:22.800,-18.40
000:00:22.825,-14.12
000:00:22.850,-11.45
000:00:22.875,-7.48
000:00:22.900,-2.29
000:00:22.925,-12.37
000:00:22.950,-25.04
000:00:22.975,-25.50
000:00:23.000,-13.59
000:00:23.025,-9.16
000:00:23.050,-3.05
000:00:23.075,-11.91
000:00:23.100,-23.21
000:00:23.125,-30.15
000:00:23.150,-15.11
000:00:23.175,10.61
000:00:23.200,23.05
000:00:23.225, 1.37
000:00:23.250,-26.11
000:00:23.275,-32.44
000:00:23.300,-3.59
000:00:23.325,23.51
000:00:23.350,27.40
000:00:23.375,10.46
000:00:23.400,-11.60
000:00:23.425,-10.92
000:00:23.450,-0.69
000:00:23.475, 0.76
000:00:23.500, 2.98
000:00:23.525,-0.31
000:00:23.550,-4.35
000:00:23.575,-8.17
000:00:23.600,-2.67
000:00:23.625,19.01
000:00:23.650,15.73
000:00:23.675,-6.72
000:00:23.700,-16.11
000:00:23.725,-7.79
000:00:23.750, 0.61
000:00:23.775,-0.69
000:00:23.800, 1.53
000:00:23.825, 4.58
000:00:23.850, 1.98
000:00:23.875,-14.50
000:00:23.900,-6.56
000:00:23.925,16.26
000:00:23.950,10.38
000:00:23.975,-3.21
000:00:24.000,-10.61
000:00:24.025,-8.24
000:00:24.050,-8.93
000:00:24.075,-8.24
000:00:24.100, 8.55
000:00:24.125,19.01
000:00:24.150, 3.74
000:00:24.175,-13.89
000:00:24.200,-8.17
000:00:24.225,15.50
000:00:24.250,21.07
000:00:24.275,-4.43
000:00:24.300,-12.29
000:00:24.325, 7.79
000:00:24.350,28.02
000:00:24.375,29.85
000:00:24.400,10.38
000:00:24.425, 0.08
000:00:24.450, 0.84
000:00:24.475, 6.72
000:00:24.500, 7.71
000:00:24.525, 9.47
000:00:24.550,11.60
000:00:24.575, 1.76
000:00:24.600,-9.01
000:00:24.625,-4.81
000:00:24.650, 6.56
000:00:24.675,11.98
000:00:24.700,-3.59
000:00:24.725,-21.68
000:00:24.750,-13.05
000:00:24.775, 9.24
000:00:24.800,11.53
000:00:24.825,10.31
000:00:24.850, 6.11
000:00:24.875,-1.83
000:00:24.900, 1.30
000:00:24.925,25.65
000:00:24.950,21.53
000:00:24.975,-0.46
000:00:25.000,-12.75
000:00:25.025, 5.34
000:00:25.050,15.73
000:00:25.075,11.68
000:00:25.100,-8.47
000:00:25.125,-2.60
000:00:25.150,23.74
000:00:25.175,14.81
000:00:25.200,-9.69
000:00:25.225, 0.46
000:00:25.250,21.22
000:00:25.275, 0.53
000:00:25.300,-22.60
000:00:25.325,-4.96
000:00:25.350,19.39
000:00:25.375, 9.92
000:00:25.400,-17.02
000:00:25.425,-10.08
000:00:25.450,13.51
000:00:25.475, 0.84
000:00:25.500,-7.86
000:00:25.525,-7.10
000:00:25.550,-2.82
000:00:25.575,-7.33
000:00:25.600,-7.40
000:00:25.625, 9.62
000:00:25.650,12.44
000:00:25.675, 2.44
000:00:25.700,-8.55
000:00:25.725,-3.59
000:00:25.750,10.92
000:00:25.775,13.13
000:00:25.800,-4.27
000:00:25.825,-16.26
000:00:25.850,-8.63
000:00:25.875, 4.89
000:00:25.900,10.61
000:00:25.925, 6.18
000:00:25.950, 3.05
000:00:25.975,-11.37
000:00:26.000,-16.11
000:00:26.025, 2.06
000:00:26.050,21.91
000:00:26.075, 3.28
000:00:26.100,-12.90
000:00:26.125,-7.86
000:00:26.150, 6.56
000:00:26.175,11.07
000:00:26.200, 1.22
000:00:26.225,-5.19
000:00:26.250,-7.94
000:00:26.275,-19.85
000:00:26.300,-36.18
000:00:26.325,-42.14
000:00:26.350,-21.15
000:00:26.375, 8.17
000:00:26.400, 7.79
000:00:26.425,-23.97
000:00:26.450,-26.34
000:00:26.475,-14.81
000:00:26.500,-4.89
000:00:26.525, 2.29
000:00:26.550,-1.83
000:00:26.575,-15.80
000:00:26.600,-26.34
000:00:26.625,-21.30
000:00:26.650, 7.79
000:00:26.675,18.47
000:00:26.700,18.09
000:00:26.725,11.53
000:00:26.750,28.24
000:00:26.775,31.68
000:00:26.800,13.74
000:00:26.825,-0.84
000:00:26.850, 8.93
000:00:26.875,13.97
000:00:26.900,-5.73
000:00:26.925,-20.53
000:00:26.950,-25.57
000:00:26.975,-11.68
000:00:27.000, 6.72
000:00:27.025,-1.22
000:00:27.050,-6.79
000:00:27.075,12.44
000:00:27.100,68.70
000:00:27.125,119.16
000:00:27.150,140.15
000:00:27.175,127.02
000:00:27.200,89.92
000:00:27.225,38.02
000:00:27.250, 0.23
000:00:27.275,-7.94
000:00:27.300,-16.87
000:00:27.325,-28.40
000:00:27.350,-41.30
000:00:27.375,-45.42
000:00:27.400,-43.74
