"TIME"," 1-REF"
000:00:03.425,-75.73
000:00:03.450,-50.53
000:00:03.475,-45.95
000:00:03.500,-61.15
000:00:03.525,-66.18
000:00:03.550,-17.94
000:00:03.575,28.17
000:00:03.600, 5.27
000:00:03.625,-24.96
000:00:03.650,-23.28
000:00:03.675,-9.69
000:00:03.700,-18.24
000:00:03.725,-29.08
000:00:03.750,-19.54
000:00:03.775,-21.53
000:00:03.800,-45.95
000:00:03.825,-39.31
000:00:03.850,-8.63
000:00:03.875,-1.53
000:00:03.900,-18.24
000:00:03.925,-31.83
000:00:03.950,-25.11
000:00:03.975,-17.56
000:00:04.000,-11.91
000:00:04.025,-3.82
000:00:04.050,21.53
000:00:04.075,31.37
000:00:04.100,16.03
000:00:04.125,-4.73
000:00:04.150, 5.88
000:00:04.175,29.31
000:00:04.200,28.32
000:00:04.225,19.01
000:00:04.250, 2.06
000:00:04.275,-5.88
000:00:04.300, 0.99
000:00:04.325, 3.59
000:00:04.350, 4.58
000:00:04.375,-1.22
000:00:04.400,-10.15
000:00:04.425,-9.24
000:00:04.450,-9.08
000:00:04.475,-16.34
000:00:04.500,-31.07
000:00:04.525,-6.49
000:00:04.550,17.79
000:00:04.575,10.84
000:00:04.600,-8.32
000:00:04.625,-21.07
000:00:04.650,-17.18
000:00:04.675, 4.50
000:00:04.700,-0.92
000:00:04.725,-15.57
000:00:04.750,-8.78
000:00:04.775, 6.26
000:00:04.800,14.43
000:00:04.825, 3.51
000:00:04.850, 2.14
000:00:04.875, 6.64
000:00:04.900, 6.56
000:00:04.925, 2.44
000:00:04.950,-10.00
000:00:04.975, 0.38
000:00:05.000, 5.95
000:00:05.025,-3.82
000:00:05.050,-6.72
000:00:05.075, 0.99
000:00:05.100, 9.16
000:00:05.125,10.00
000:00:05.150, 8.17
000:00:05.175,-2.52
000:00:05.200,-13.21
000:00:05.225,-7.79
000:00:05.250,-1.30
000:00:05.275, 6.18
000:00:05.300,-2.29
000:00:05.325,-12.98
000:00:05.350,-11.37
000:00:05.375, 7.33
000:00:05.400, 4.12
000:00:05.425,-9.62
000:00:05.450,-8.93
000:00:05.475,10.23
000:00:05.500,53.28
000:00:05.525,127.94
000:00:05.550,166.95
000:00:05.575,132.82
000:00:05.600,94.81
000:00:05.625,61.45
000:00:05.650,16.11
000:00:05.675,-26.56
000:00:05.700,-40.53
000:00:05.725,-54.20
000:00:05.750,-57.71
000:00:05.775,-43.21
000:00:05.800,-47.56
000:00:05.825,-72.90
000:00:05.850,-68.24
000:00:05.875,-48.02
000:00:05.900,-24.43
000:00:05.925,-25.50
000:00:05.950,-44.96
000:00:05.975,-51.22
000:00:06.000,-31.76
000:00:06.025,-18.70
000:00:06.050,-20.23
000:00:06.075,-30.69
000:00:06.100,-26.79
000:00:06.125,-14.81
000:00:06.150,-7.86
000:00:06.175,-2.98
000:00:06.200,10.46
000:00:06.225, 4.66
000:00:06.250,-5.11
000:00:06.275,-9.31
000:00:06.300, 0.00
000:00:06.325, 3.13
000:00:06.350, 3.82
000:00:06.375,-3.59
000:00:06.400, 0.92
000:00:06.425,-6.64
000:00:06.450,-5.19
000:00:06.475,-1.83
000:00:06.500, 4.20
000:00:06.525,11.07
000:00:06.550,-10.69
000:00:06.575,-21.07
000:00:06.600, 0.23
000:00:06.625, 9.47
000:00:06.650, 2.67
000:00:06.675, 9.39
000:00:06.700, 9.69
000:00:06.725,-7.56
000:00:06.750,-7.10
000:00:06.775,-6.34
000:00:06.800, 3.51
000:00:06.825, 4.20
000:00:06.850,-10.31
000:00:06.875,-21.37
000:00:06.900, 0.00
000:00:06.925, 4.96
000:00:06.950, 0.84
000:00:06.975, 0.15
000:00:07.000, 9.69
000:00:07.025, 1.98
000:00:07.050,-0.84
000:00:07.075,-6.72
000:00:07.100, 4.27
000:00:07.125, 2.21
000:00:07.150,-0.84
000:00:07.175,-10.31
000:00:07.200, 1.15
000:00:07.225, 0.00
000:00:07.250,-11.30
000:00:07.275,-10.76
000:00:07.300,-4.73
000:00:07.325,-5.80
000:00:07.350,-4.96
000:00:07.375,-10.08
000:00:07.400,-9.16
000:00:07.425,-2.37
000:00:07.450, 2.21
000:00:07.475,-5.04
000:00:07.500,-2.98
000:00:07.525, 2.29
000:00:07.550, 2.90
000:00:07.575,-1.91
000:00:07.600,-8.17
000:00:07.625,-14.20
000:00:07.650,-14.89
000:00:07.675,-10.23
000:00:07.700,-1.15
000:00:07.725,-8.85
000:00:07.750,-16.95
000:00:07.775,-24.12
000:00:07.800,-16.95
000:00:07.825, 5.11
000:00:07.850,10.46
000:00:07.875, 7.79
000:00:07.900,22.21
000:00:07.925,33.13
000:00:07.950,25.34
000:00:07.975,10.00
000:00:08.000, 6.41
000:00:08.025, 9.16
000:00:08.050, 2.29
000:00:08.075, 6.41
000:00:08.100,11.15
000:00:08.125,14.12
000:00:08.150,-9.85
000:00:08.175,-54.12
000:00:08.200,-54.66
000:00:08.225,-28.85
000:00:08.250,-37.02
000:00:08.275,-56.03
000:00:08.300,-52.60
000:00:08.325,-20.31
000:00:08.350,-19.54
000:00:08.375,-30.23
000:00:08.400,-31.60
000:00:08.425,-27.48
000:00:08.450,-22.98
000:00:08.475,-1.91
000:00:08.500,17.02
000:00:08.525, 7.71
000:00:08.550,-4.27
000:00:08.575,-5.57
000:00:08.600,-14.58
000:00:08.625,-17.63
000:00:08.650,-10.00
000:00:08.675,-4.81
000:00:08.700,-3.82
000:00:08.725, 1.07
000:00:08.750, 2.44
000:00:08.775,-6.64
000:00:08.800,-11.45
000:00:08.825,-0.61
000:00:08.850,12.82
000:00:08.875,14.73
000:00:08.900, 4.43
000:00:08.925,-1.91
000:00:08.950, 3.89
000:00:08.975, 4.66
000:00:09.000,-0.38
000:00:09.025, 5.19
000:00:09.050, 3.89
000:00:09.075,-11.76
000:00:09.100,23.97
000:00:09.125,93.89
000:00:09.150,91.37
000:00:09.175,52.14
000:00:09.200,29.77
000:00:09.225,29.39
000:00:09.250,24.81
000:00:09.275,18.70
000:00:09.300,11.83
000:00:09.325, 6.34
000:00:09.350,14.50
000:00:09.375,22.44
000:00:09.400,13.59
000:00:09.425,11.53
000:00:09.450,16.49
000:00:09.475,15.80
000:00:09.500,10.99
000:00:09.525,13.74
000:00:09.550,21.91
000:00:09.575, 8.47
000:00:09.600, 8.63
000:00:09.625, 7.18
000:00:09.650, 5.27
000:00:09.675,13.44
000:00:09.700,11.76
000:00:09.725,10.92
000:00:09.750,11.68
000:00:09.775, 8.24
000:00:09.800, 0.84
000:00:09.825,-7.94
000:00:09.850, 7.10
000:00:09.875, 2.60
000:00:09.900,-7.71
000:00:09.925, 5.19
000:00:09.950,13.28
000:00:09.975, 4.66
000:00:10.000,-5.65
000:00:10.025,-5.27
000:00:10.050, 8.70
000:00:10.075,10.46
000:00:10.100,-2.82
000:00:10.125,-7.02
000:00:10.150,-2.82
000:00:10.175,-2.67
000:00:10.200, 7.71
000:00:10.225,14.35
000:00:10.250,10.84
000:00:10.275,-4.12
000:00:10.300,-15.27
000:00:10.325,-13.21
000:00:10.350, 2.37
000:00:10.375, 7.56
000:00:10.400,-8.47
000:00:10.425,-16.03
000:00:10.450,-4.73
000:00:10.475, 3.82
000:00:10.500, 5.04
000:00:10.525, 4.66
000:00:10.550,13.13
000:00:10.575, 5.34
000:00:10.600,-15.27
000:00:10.625,-19.92
000:00:10.650,-6.26
000:00:10.675,-3.28
000:00:10.700,-6.79
000:00:10.725,-1.91
000:00:10.750, 3.44
000:00:10.775, 1.60
000:00:10.800,-4.50
000:00:10.825,-15.50
000:00:10.850,-12.67
000:00:10.875, 3.74
000:00:10.900, 2.21
000:00:10.925,-11.60
000:00:10.950,-10.00
000:00:10.975,-0.92
000:00:11.000,-2.21
000:00:11.025,-4.50
000:00:11.050,-11.22
000:00:11.075,-11.60
000:00:11.100,-13.28
000:00:11.125,-8.09
000:00:11.150,-6.79
000:00:11.175,-15.42
000:00:11.200,-1.91
000:00:11.225,11.83
000:00:11.250,13.36
000:00:11.275, 9.39
000:00:11.300,-3.21
000:00:11.325,-7.33
000:00:11.350, 0.08
000:00:11.375, 3.21
000:00:11.400,-16.49
000:00:11.425,-23.82
000:00:11.450,-14.58
000:00:11.475, 3.44
000:00:11.500, 2.37
000:00:11.525, 0.38
000:00:11.550,-2.44
000:00:11.575,-5.65
000:00:11.600,-11.83
000:00:11.625,-7.10
000:00:11.650,-3.97
000:00:11.675,-5.27
000:00:11.700,-6.64
000:00:11.725,-3.21
000:00:11.750,-4.81
000:00:11.775,-0.46
000:00:11.800,-0.38
000:00:11.825,-3.74
000:00:11.850,-9.54
000:00:11.875,-6.26
000:00:11.900,-10.61
000:00:11.925,-4.89
000:00:11.950, 3.82
000:00:11.975, 2.37
000:00:12.000,-18.63
000:00:12.025,-22.44
000:00:12.050,-7.33
000:00:12.075,14.05
000:00:12.100,-0.84
000:00:12.125,-18.09
000:00:12.150,-20.76
000:00:12.175,-13.44
000:00:12.200,-14.73
000:00:12.225,-12.82
000:00:12.250,-13.51
000:00:12.275,-14.66
000:00:12.300,-11.91
000:00:12.325,-1.91
000:00:12.350, 7.25
000:00:12.375,10.08
000:00:12.400, 1.60
000:00:12.425,-10.84
000:00:12.450,-14.12
000:00:12.475, 1.83
000:00:12.500, 1.76
000:00:12.525, 6.64
000:00:12.550, 6.64
000:00:12.575, 8.85
000:00:12.600,-0.46
000:00:12.625, 6.79
000:00:12.650,-3.44
000:00:12.675,-7.86
000:00:12.700, 4.73
000:00:12.725, 5.50
000:00:12.750,-10.76
000:00:12.775,-8.93
000:00:12.800,-4.96
000:00:12.825,-6.79
000:00:12.850,-24.81
000:00:12.875,-10.31
000:00:12.900, 7.48
000:00:12.925, 6.18
000:00:12.950, 2.06
000:00:12.975,-2.14
000:00:13.000, 3.74
000:00:13.025, 5.19
000:00:13.050,-9.77
000:00:13.075,-13.74
000:00:13.100, 0.00
000:00:13.125, 3.05
000:00:13.150,-7.33
000:00:13.175,-0.61
000:00:13.200,10.53
000:00:13.225, 8.55
000:00:13.250, 2.90
000:00:13.275, 0.31
000:00:13.300, 5.65
000:00:13.325,-0.69
000:00:13.350,-6.72
000:00:13.375, 0.38
000:00:13.400, 5.27
000:00:13.425, 1.98
000:00:13.450,-3.05
000:00:13.475, 6.03
000:00:13.500,19.62
000:00:13.525,14.20
000:00:13.550,-3.21
000:00:13.575,-1.60
000:00:13.600,16.49
000:00:13.625, 9.16
000:00:13.650,-8.85
000:00:13.675,-7.40
000:00:13.700, 7.56
000:00:13.725,-4.96
000:00:13.750,-17.63
000:00:13.775, 0.23
000:00:13.800,11.60
000:00:13.825, 4.89
000:00:13.850,-4.27
000:00:13.875,-6.95
000:00:13.900, 0.61
000:00:13.925,-6.56
000:00:13.950,-9.39
000:00:13.975,-13.36
000:00:14.000,-3.21
000:00:14.025, 5.04
000:00:14.050,12.29
000:00:14.075, 3.44
000:00:14.100,-4.96
000:00:14.125, 3.74
000:00:14.150, 5.65
000:00:14.175,-1.83
000:00:14.200,-4.27
000:00:14.225,-1.68
000:00:14.250, 2.67
000:00:14.275,10.99
000:00:14.300, 7.40
000:00:14.325, 2.67
000:00:14.350,-6.34
000:00:14.375,-2.67
000:00:14.400,10.23
000:00:14.425,-0.15
000:00:14.450, 2.98
000:00:14.475, 5.95
000:00:14.500, 9.85
000:00:14.525, 8.93
000:00:14.550,-1.60
000:00:14.575,-13.28
000:00:14.600,-0.69
000:00:14.625,-1.68
000:00:14.650,-4.12
000:00:14.675,-15.04
000:00:14.700,-26.11
000:00:14.725,-11.37
000:00:14.750,-9.69
000:00:14.775,-38.55
000:00:14.800,-50.31
000:00:14.825,-59.54
000:00:14.850,-72.82
000:00:14.875,-55.95
000:00:14.900,-40.31
000:00:14.925,-28.24
000:00:14.950,-30.00
000:00:14.975,-37.56
000:00:15.000,-27.71
000:00:15.025,-11.30
000:00:15.050,-10.76
000:00:15.075,-7.10
000:00:15.100,-7.79
000:00:15.125,-10.00
000:00:15.150,-22.52
000:00:15.175,-12.60
000:00:15.200, 6.87
000:00:15.225, 9.69
000:00:15.250,-0.99
000:00:15.275,-3.51
000:00:15.300, 9.92
000:00:15.325,24.35
000:00:15.350, 5.73
000:00:15.375,-0.76
000:00:15.400, 9.24
000:00:15.425,22.90
000:00:15.450,36.95
000:00:15.475,90.23
000:00:15.500,168.70
000:00:15.525,211.68
000:00:15.550,194.66
000:00:15.575,139.62
000:00:15.600,105.19
000:00:15.625,99.16
000:00:15.650,72.90
000:00:15.675,44.12
000:00:15.700,16.87
000:00:15.725, 6.11
000:00:15.750,-16.64
000:00:15.775,-34.27
000:00:15.800,-41.30
000:00:15.825,-27.86
000:00:15.850,-33.89
000:00:15.875,-45.88
000:00:15.900,-38.70
000:00:15.925,-24.20
000:00:15.950,-21.22
000:00:15.975,-38.85
000:00:16.000,-39.39
000:00:16.025,-8.09
000:00:16.050,-4.05
000:00:16.075,-26.95
000:00:16.100,-33.13
000:00:16.125,-14.81
000:00:16.150,-5.57
000:00:16.175,-8.32
000:00:16.200,-12.37
000:00:16.225,-9.85
000:00:16.250,-12.52
000:00:16.275,-16.41
000:00:16.300,-7.56
000:00:16.325, 2.44
000:00:16.350,-8.24
000:00:16.375,-14.27
000:00:16.400,-7.33
000:00:16.425, 3.36
000:00:16.450,-10.46
000:00:16.475,-28.09
000:00:16.500,-28.09
000:00:16.525, 0.00
000:00:16.550,19.16
000:00:16.575, 7.02
000:00:16.600,-14.66
000:00:16.625,-18.02
000:00:16.650, 0.15
000:00:16.675, 6.34
000:00:16.700,-12.37
000:00:16.725,-12.37
000:00:16.750, 1.15
000:00:16.775,10.00
000:00:16.800, 6.18
000:00:16.825,-2.14
000:00:16.850, 6.79
000:00:16.875, 2.82
000:00:16.900,-2.98
000:00:16.925, 9.92
000:00:16.950,19.39
000:00:16.975,10.99
000:00:17.000, 2.90
000:00:17.025, 9.47
000:00:17.050,14.96
000:00:17.075, 8.32
000:00:17.100,-2.06
000:00:17.125, 0.31
000:00:17.150, 3.66
000:00:17.175,-1.07
000:00:17.200,-0.61
000:00:17.225, 5.57
000:00:17.250,15.04
000:00:17.275,-0.38
000:00:17.300,-6.18
000:00:17.325,-1.98
000:00:17.350,11.37
000:00:17.375, 6.72
000:00:17.400,-7.71
000:00:17.425,-1.15
000:00:17.450, 7.56
000:00:17.475,14.12
000:00:17.500, 4.50
000:00:17.525,-2.52
000:00:17.550, 8.40
000:00:17.575,17.25
000:00:17.600,15.50
000:00:17.625,-4.89
000:00:17.650,-0.08
000:00:17.675, 1.53
000:00:17.700,11.60
000:00:17.725, 8.32
000:00:17.750, 0.23
000:00:17.775,-1.30
000:00:17.800, 9.69
000:00:17.825,10.61
000:00:17.850,15.65
000:00:17.875, 2.29
000:00:17.900,-15.57
000:00:17.925,-13.21
000:00:17.950,-11.15
000:00:17.975, 0.23
000:00:18.000, 0.92
000:00:18.025,-15.42
000:00:18.050,-13.89
000:00:18.075, 4.89
000:00:18.100, 7.79
000:00:18.125,-15.57
000:00:18.150,-4.89
000:00:18.175,10.69
000:00:18.200, 2.44
000:00:18.225,-4.43
000:00:18.250, 1.91
000:00:18.275,12.06
000:00:18.300, 4.96
000:00:18.325,-10.00
000:00:18.350, 1.68
000:00:18.375,19.08
000:00:18.400,-3.74
000:00:18.425,-14.73
000:00:18.450,18.40
000:00:18.475,21.30
000:00:18.500,-1.98
000:00:18.525,-13.05
000:00:18.550, 2.44
000:00:18.575,19.85
000:00:18.600,12.82
000:00:18.625,-4.20
000:00:18.650,-3.97
000:00:18.675, 8.40
000:00:18.700, 9.85
000:00:18.725, 3.82
000:00:18.750,-12.60
000:00:18.775, 4.27
000:00:18.800,20.61
000:00:18.825,20.76
000:00:18.850,-0.61
000:00:18.875,-12.29
000:00:18.900,-0.92
000:00:18.925,10.53
000:00:18.950,-0.76
000:00:18.975,-9.77
000:00:19.000, 4.12
000:00:19.025, 7.25
000:00:19.050,-4.27
000:00:19.075, 0.76
000:00:19.100,13.13
000:00:19.125, 8.63
000:00:19.150,-5.73
000:00:19.175,-2.06
000:00:19.200,-3.21
000:00:19.225,-7.18
000:00:19.250,-13.97
000:00:19.275, 3.66
000:00:19.300, 6.18
000:00:19.325,-6.95
000:00:19.350,-2.44
000:00:19.375, 0.92
000:00:19.400,-10.53
000:00:19.425,-13.05
000:00:19.450, 4.66
000:00:19.475,16.34
000:00:19.500,-1.68
000:00:19.525,-17.40
000:00:19.550,-19.24
000:00:19.575, 6.26
000:00:19.600,12.37
000:00:19.625, 0.31
000:00:19.650,-12.60
000:00:19.675,-1.15
000:00:19.700, 7.94
000:00:19.725,-10.15
000:00:19.750,-13.82
000:00:19.775,-7.94
000:00:19.800,-9.85
000:00:19.825,-2.75
000:00:19.850,-1.76
000:00:19.875,-0.61
000:00:19.900,-8.09
000:00:19.925,-17.71
000:00:19.950,-7.33
000:00:19.975,-9.54
000:00:20.000,-15.04
000:00:20.025,-9.54
000:00:20.050, 4.73
000:00:20.075,19.39
000:00:20.100,17.86
000:00:20.125,-0.61
000:00:20.150,-6.49
000:00:20.175, 8.78
000:00:20.200,17.48
000:00:20.225,-7.79
000:00:20.250,-42.98
000:00:20.275,-45.73
000:00:20.300,-31.45
000:00:20.325,-32.90
000:00:20.350,-53.28
000:00:20.375,-69.62
000:00:20.400,-32.21
000:00:20.425,-5.73
000:00:20.450,-19.77
000:00:20.475,-36.26
000:00:20.500,-36.49
000:00:20.525,-35.80
000:00:20.550,-36.56
000:00:20.575,-24.12
000:00:20.600,-19.39
000:00:20.625,-17.56
000:00:20.650,-11.37
000:00:20.675,-13.05
000:00:20.700,-7.25
000:00:20.725,-6.49
000:00:20.750,-4.50
000:00:20.775, 3.74
000:00:20.800,12.75
000:00:20.825, 8.63
000:00:20.850, 4.66
000:00:20.875, 6.03
000:00:20.900,15.88
000:00:20.925,11.83
000:00:20.950, 6.41
000:00:20.975, 5.50
000:00:21.000,16.11
000:00:21.025,22.90
000:00:21.050,16.87
000:00:21.075,10.84
000:00:21.100,17.86
000:00:21.125,19.08
000:00:21.150,15.04
000:00:21.175, 0.76
000:00:21.200,55.27
000:00:21.225,161.37
000:00:21.250,220.84
000:00:21.275,212.90
000:00:21.300,177.02
000:00:21.325,122.06
000:00:21.350,66.87
000:00:21.375,32.29
000:00:21.400,16.72
000:00:21.425,-4.27
000:00:21.450,-26.72
000:00:21.475,-35.11
000:00:21.500,-23.05
000:00:21.525,-27.56
000:00:21.550,-37.48
000:00:21.575,-28.24
000:00:21.600,-17.10
000:00:21.625,-15.73
000:00:21.650,-16.56
000:00:21.675,-22.52
000:00:21.700,-17.56
000:00:21.725,-14.12
000:00:21.750,-15.73
000:00:21.775,-16.34
000:00:21.800,-16.41
000:00:21.825,-17.25
000:00:21.850,-9.77
000:00:21.875,-15.50
000:00:21.900,-12.14
000:00:21.925, 1.07
000:00:21.950,-7.33
000:00:21.975,-21.83
000:00:22.000,-14.35
000:00:22.025,-8.32
000:00:22.050,-10.15
000:00:22.075,-20.76
000:00:22.100,-14.81
000:00:22.125, 7.18
000:00:22.150, 2.98
000:00:22.175,-18.09
000:00:22.200,-22.37
000:00:22.225,-11.37
000:00:22.250, 3.59
000:00:22.275, 3.21
000:00:22.300,-0.31
000:00:22.325, 0.46
000:00:22.350, 0.00
000:00:22.375, 7.33
000:00:22.400, 6.49
000:00:22.425, 1.83
000:00:22.450, 0.31
000:00:22.475,-4.20
000:00:22.500,-0.08
000:00:22.525,-13.74
000:00:22.550,-14.73
000:00:22.575,-11.37
000:00:22.600,-8.40
000:00:22.625,-5.65
000:00:22.650,-6.56
000:00:22.675,-14.58
000:00:22.700,-6.56
000:00:22.725, 4.35
000:00:22.750,-1.68
000:00:22.775,-16.49
000:00:22.800,-17.79
000:00:22.825, 6.41
000:00:22.850, 0.76
000:00:22.875,-16.79
000:00:22.900,-15.73
000:00:22.925,-8.63
000:00:22.950,-7.56
000:00:22.975,-16.26
000:00:23.000,-10.31
000:00:23.025,-7.86
000:00:23.050,-9.77
000:00:23.075,-7.94
000:00:23.100, 1.83
000:00:23.125, 3.74
000:00:23.150, 1.45
000:00:23.175,-12.21
000:00:23.200,-27.33
000:00:23.225,-7.71
000:00:23.250,16.56
000:00:23.275,13.36
000:00:23.300,10.46
000:00:23.325, 8.70
000:00:23.350,-3.82
000:00:23.375,-7.40
000:00:23.400, 6.11
000:00:23.425,17.56
000:00:23.450, 4.27
000:00:23.475,-13.97
000:00:23.500,-6.87
000:00:23.525,11.98
000:00:23.550, 9.62
000:00:23.575, 2.06
000:00:23.600,-2.82
000:00:23.625,12.82
000:00:23.650, 8.32
000:00:23.675,-17.33
000:00:23.700, 0.15
000:00:23.725,11.60
000:00:23.750, 1.15
000:00:23.775, 2.06
000:00:23.800,-3.51
000:00:23.825,-14.73
000:00:23.850,-6.79
000:00:23.875,-8.32
000:00:23.900,-0.69
000:00:23.925, 9.54
000:00:23.950,-4.66
000:00:23.975,-26.41
000:00:24.000,-22.82
000:00:24.025, 0.53
000:00:24.050,17.40
000:00:24.075,11.53
000:00:24.100, 3.28
000:00:24.125, 4.58
000:00:24.150,11.15
000:00:24.175,14.35
000:00:24.200,-1.45
000:00:24.225,-5.27
000:00:24.250,12.21
000:00:24.275,12.60
000:00:24.300, 8.24
000:00:24.325, 9.47
000:00:24.350,12.14
000:00:24.375, 6.41
000:00:24.400,-10.38
000:00:24.425,-4.05
000:00:24.450,17.33
000:00:24.475, 9.69
000:00:24.500,-14.66
000:00:24.525,-18.47
000:00:24.550, 5.95
000:00:24.575, 4.73
000:00:24.600,-6.87
000:00:24.625, 5.27
000:00:24.650,12.75
000:00:24.675,-2.75
000:00:24.700,-11.60
000:00:24.725,-16.87
000:00:24.750,13.59
000:00:24.775,78.17
000:00:24.800,94.50
000:00:24.825,50.69
000:00:24.850,10.31
000:00:24.875,-18.70
000:00:24.900,-33.89
000:00:24.925,-28.24
000:00:24.950,-19.69
000:00:24.975,-29.39
000:00:25.000,-35.11
000:00:25.025,-37.79
000:00:25.050,-31.37
000:00:25.075,-7.40
000:00:25.100, 4.89
000:00:25.125,-7.71
000:00:25.150,-16.64
000:00:25.175,-17.02
000:00:25.200,-7.48
000:00:25.225,-12.52
000:00:25.250,-5.19
000:00:25.275, 3.66
000:00:25.300,-7.40
000:00:25.325,-31.30
000:00:25.350,-35.27
000:00:25.375,-7.33
000:00:25.400, 8.85
000:00:25.425,-6.18
000:00:25.450, 0.00
000:00:25.475, 6.87
000:00:25.500,-13.13
000:00:25.525,-28.78
000:00:25.550,-13.82
000:00:25.575,-5.04
000:00:25.600,-8.47
000:00:25.625,-13.13
000:00:25.650, 6.11
000:00:25.675,16.49
000:00:25.700, 5.34
000:00:25.725,-0.76
000:00:25.750, 8.93
000:00:25.775,19.54
000:00:25.800,15.95
000:00:25.825, 7.94
000:00:25.850, 2.52
000:00:25.875,-1.45
000:00:25.900, 0.46
000:00:25.925,-8.02
000:00:25.950,-4.27
000:00:25.975, 2.29
000:00:26.000, 4.50
000:00:26.025, 2.98
000:00:26.050,-4.50
000:00:26.075,-8.02
000:00:26.100,10.99
000:00:26.125,12.52
000:00:26.150, 9.47
000:00:26.175, 2.98
000:00:26.200, 3.51
000:00:26.225,-9.08
000:00:26.250,-12.21
000:00:26.275,-13.97
000:00:26.300,-17.94
000:00:26.325, 1.53
000:00:26.350, 7.02
000:00:26.375, 0.61
000:00:26.400,-1.22
000:00:26.425,-12.29
000:00:26.450,-12.60
000:00:26.475,11.91
000:00:26.500,23.44
000:00:26.525,12.21
000:00:26.550, 6.34
000:00:26.575, 7.94
000:00:26.600,-6.64
000:00:26.625,-8.70
000:00:26.650, 7.18
000:00:26.675,29.16
000:00:26.700,28.70
000:00:26.725, 5.73
000:00:26.750,-7.25
000:00:26.775,-0.46
000:00:26.800,16.72
000:00:26.825,18.40
000:00:26.850,13.05
000:00:26.875, 3.66
000:00:26.900, 9.85
000:00:26.925,11.98
000:00:26.950,11.91
000:00:26.975,21.98
000:00:27.000, 8.02
000:00:27.025,-5.34
000:00:27.050,-15.57
000:00:27.075,-2.37
000:00:27.100,13.89
000:00:27.125, 5.42
000:00:27.150,-4.50
000:00:27.175, 7.10
000:00:27.200, 1.76
000:00:27.225,-17.18
000:00:27.250,-32.21
