"TIME"," 1-REF"
000:00:16.850,-6.64
000:00:16.875,-2.52
000:00:16.900,-8.47
000:00:16.925,-13.21
000:00:16.950,-9.77
000:00:16.975,-3.74
000:00:17.000, 5.34
000:00:17.025,13.82
000:00:17.050,37.10
000:00:17.075,59.08
000:00:17.100,68.40
000:00:17.125,52.44
000:00:17.150,36.72
000:00:17.175,12.37
000:00:17.200,-8.02
000:00:17.225,-9.39
000:00:17.250,-6.03
000:00:17.275,-0.76
000:00:17.300,-4.20
000:00:17.325,-17.56
000:00:17.350,-20.53
000:00:17.375,-16.56
000:00:17.400,-3.13
000:00:17.425,16.56
000:00:17.450,28.17
000:00:17.475, 8.24
000:00:17.500,-4.81
000:00:17.525,12.44
000:00:17.550,96.64
000:00:17.575,187.56
000:00:17.600,189.62
000:00:17.625,121.15
000:00:17.650,61.53
000:00:17.675,30.53
000:00:17.700, 4.20
000:00:17.725,-23.51
000:00:17.750,-22.14
000:00:17.775,-19.31
000:00:17.800,-32.29
000:00:17.825,-52.98
000:00:17.850,-60.61
000:00:17.875,-32.90
000:00:17.900,-18.55
000:00:17.925,-38.40
000:00:17.950,-46.95
000:00:17.975,-42.06
000:00:18.000,-47.63
000:00:18.025,-58.85
000:00:18.050,-49.77
000:00:18.075,-27.40
000:00:18.100,-31.15
000:00:18.125,-49.01
000:00:18.150,-54.27
000:00:18.175,-40.61
000:00:18.200,-27.48
000:00:18.225,-21.53
000:00:18.250,-22.44
000:00:18.275,-20.76
000:00:18.300,-27.02
000:00:18.325,-29.54
000:00:18.350,-12.37
000:00:18.375, 5.88
000:00:18.400,-8.47
000:00:18.425,-30.15
000:00:18.450,-19.16
000:00:18.475, 1.76
000:00:18.500, 7.48
000:00:18.525,-2.90
000:00:18.550,-7.79
000:00:18.575, 3.44
000:00:18.600,-0.38
000:00:18.625,-13.44
000:00:18.650,-4.43
000:00:18.675, 3.21
000:00:18.700,-5.19
000:00:18.725,-12.98
000:00:18.750,-5.19
000:00:18.775,24.12
000:00:18.800,22.52
000:00:18.825,-9.47
000:00:18.850,-17.79
000:00:18.875, 1.30
000:00:18.900, 9.77
000:00:18.925, 9.08
000:00:18.950, 6.95
000:00:18.975, 0.69
000:00:19.000,-21.37
000:00:19.025,-65.80
000:00:19.050,-78.40
000:00:19.075,-51.83
000:00:19.100,-53.97
000:00:19.125,-72.60
000:00:19.150,-74.66
000:00:19.175,-53.74
000:00:19.200,-39.31
000:00:19.225,-36.18
000:00:19.250,-30.61
000:00:19.275,34.81
000:00:19.300,72.82
000:00:19.325,52.82
000:00:19.350,37.71
000:00:19.375,33.66
000:00:19.400,36.56
000:00:19.425,34.27
000:00:19.450,22.52
000:00:19.475,19.77
000:00:19.500,12.44
000:00:19.525,15.27
000:00:19.550,23.21
000:00:19.575,19.69
000:00:19.600,17.56
000:00:19.625, 4.73
000:00:19.650, 9.08
000:00:19.675,38.17
000:00:19.700,46.41
000:00:19.725,33.82
000:00:19.750,22.29
000:00:19.775,21.22
000:00:19.800,30.00
000:00:19.825,24.66
000:00:19.850,18.17
000:00:19.875,27.02
000:00:19.900,26.79
000:00:19.925, 7.71
000:00:19.950,-7.33
000:00:19.975, 8.40
000:00:20.000,22.29
000:00:20.025,19.24
000:00:20.050,13.44
000:00:20.075, 9.39
000:00:20.100, 2.82
000:00:20.125,-10.38
000:00:20.150,-5.42
000:00:20.175, 5.11
000:00:20.200,-2.14
000:00:20.225,-11.91
000:00:20.250,-19.69
000:00:20.275,-26.41
000:00:20.300,-25.27
000:00:20.325,-15.11
000:00:20.350,-11.98
000:00:20.375,-4.66
000:00:20.400, 8.32
000:00:20.425,-3.36
000:00:20.450,-14.81
000:00:20.475,-3.51
000:00:20.500,17.25
000:00:20.525,18.32
000:00:20.550,-1.37
000:00:20.575,-17.18
000:00:20.600,-5.19
000:00:20.625, 7.02
000:00:20.650,-0.31
000:00:20.675,-3.44
000:00:20.700, 6.72
000:00:20.725,14.50
000:00:20.750,14.96
000:00:20.775,12.44
000:00:20.800,18.47
000:00:20.825,12.37
000:00:20.850,-0.46
000:00:20.875,-2.52
000:00:20.900,13.82
000:00:20.925,10.31
000:00:20.950,-2.06
000:00:20.975, 1.22
000:00:21.000,10.53
000:00:21.025,20.61
000:00:21.050,17.79
000:00:21.075,-0.46
000:00:21.100,-12.52
000:00:21.125,-38.93
000:00:21.150,-43.82
000:00:21.175,-22.06
000:00:21.200,11.45
000:00:21.225,28.24
000:00:21.250,15.42
000:00:21.275,-10.31
000:00:21.300,-5.27
000:00:21.325,20.76
000:00:21.350,39.01
000:00:21.375,21.91
000:00:21.400, 1.30
000:00:21.425,-13.51
000:00:21.450,-31.07
000:00:21.475,-31.45
000:00:21.500,-7.63
000:00:21.525,33.66
000:00:21.550,34.27
000:00:21.575,-5.50
000:00:21.600,-11.68
000:00:21.625, 5.73
000:00:21.650, 9.24
000:00:21.675, 2.29
000:00:21.700,-2.90
000:00:21.725, 0.92
000:00:21.750,-6.56
000:00:21.775,-13.74
000:00:21.800, 2.44
000:00:21.825,18.85
000:00:21.850, 0.00
000:00:21.875,-17.25
000:00:21.900,-17.18
000:00:21.925,-11.68
000:00:21.950, 6.49
000:00:21.975, 2.90
000:00:22.000,-2.98
000:00:22.025, 4.58
000:00:22.050, 1.68
000:00:22.075,-15.42
000:00:22.100,-20.23
000:00:22.125,-3.97
000:00:22.150,13.05
000:00:22.175,16.49
000:00:22.200,18.47
000:00:22.225, 0.08
000:00:22.250,-20.31
000:00:22.275,-15.57
000:00:22.300, 1.76
000:00:22.325,20.31
000:00:22.350, 9.85
000:00:22.375,-14.66
000:00:22.400,-27.63
000:00:22.425,-1.76
000:00:22.450,15.80
000:00:22.475, 8.55
000:00:22.500,-10.23
000:00:22.525,-6.56
000:00:22.550,-15.11
000:00:22.575,-35.34
000:00:22.600,-16.95
000:00:22.625,20.38
000:00:22.650,15.95
000:00:22.675,-6.26
000:00:22.700,-28.78
000:00:22.725,-28.09
000:00:22.750, 2.29
000:00:22.775,30.53
000:00:22.800,17.79
000:00:22.825, 2.67
000:00:22.850, 4.43
000:00:22.875,-11.37
000:00:22.900,-27.02
000:00:22.925,-34.35
000:00:22.950,-34.66
000:00:22.975,-44.81
000:00:23.000,-72.14
000:00:23.025,-79.69
000:00:23.050,-65.50
000:00:23.075,-55.73
000:00:23.100,-57.94
000:00:23.125,-49.31
000:00:23.150,-43.05
000:00:23.175,-39.85
000:00:23.200,-41.15
000:00:23.225,-31.15
000:00:23.250,-21.68
000:00:23.275,-22.90
000:00:23.300,-19.85
000:00:23.325,-20.92
000:00:23.350,-15.42
000:00:23.375,-3.36
000:00:23.400,-3.05
000:00:23.425, 0.08
000:00:23.450,12.67
000:00:23.475,13.13
000:00:23.500,-3.74
000:00:23.525, 5.34
000:00:23.550, 7.33
000:00:23.575, 4.89
000:00:23.600, 3.97
000:00:23.625,20.38
000:00:23.650,33.82
000:00:23.675,28.17
000:00:23.700,14.12
000:00:23.725,12.60
000:00:23.750,27.71
000:00:23.775,28.02
000:00:23.800,23.82
000:00:23.825,25.42
000:00:23.850,28.17
000:00:23.875,85.88
000:00:23.900,168.85
000:00:23.925,197.48
000:00:23.950,161.53
000:00:23.975,101.98
000:00:24.000,59.69
000:00:24.025,38.93
000:00:24.050,38.70
000:00:24.075,50.76
000:00:24.100,66.79
000:00:24.125,91.45
000:00:24.150,176.64
000:00:24.175,221.45
000:00:24.200,168.78
000:00:24.225,115.04
000:00:24.250,77.94
000:00:24.275,31.37
000:00:24.300,-11.98
000:00:24.325,-31.76
000:00:24.350,-36.64
000:00:24.375,-50.92
000:00:24.400,-53.36
000:00:24.425,-39.08
000:00:24.450,-36.49
000:00:24.475,-48.63
000:00:24.500,-56.95
000:00:24.525,-54.73
000:00:24.550,-33.51
000:00:24.575,-15.50
000:00:24.600,-21.91
000:00:24.625,-48.02
000:00:24.650,-53.66
000:00:24.675,-40.76
000:00:24.700,-23.51
000:00:24.725,-33.05
000:00:24.750,-43.74
000:00:24.775,-49.92
000:00:24.800,-46.64
000:00:24.825,-49.01
000:00:24.850,-21.91
000:00:24.875, 9.24
000:00:24.900, 6.34
000:00:24.925,-19.69
000:00:24.950,-33.21
000:00:24.975,-28.78
000:00:25.000,-30.92
000:00:25.025,-25.73
000:00:25.050,-0.46
000:00:25.075,-9.08
000:00:25.100,-22.60
000:00:25.125,-17.10
000:00:25.150,-6.72
000:00:25.175,-10.46
000:00:25.200,-20.31
000:00:25.225,-3.74
000:00:25.250,24.50
000:00:25.275,19.16
000:00:25.300,-8.32
000:00:25.325,-17.33
000:00:25.350,-3.44
000:00:25.375, 6.95
000:00:25.400, 0.76
000:00:25.425,-6.72
000:00:25.450, 1.68
000:00:25.475,11.91
000:00:25.500, 0.61
000:00:25.525,-12.52
000:00:25.550,-4.81
000:00:25.575,-6.79
000:00:25.600,-16.49
000:00:25.625,-21.22
000:00:25.650,-15.34
000:00:25.675,-5.73
000:00:25.700, 6.56
000:00:25.725, 3.36
000:00:25.750,-8.78
000:00:25.775,-6.72
000:00:25.800,-4.35
000:00:25.825,-3.74
000:00:25.850, 3.21
000:00:25.875,17.71
000:00:25.900,16.95
000:00:25.925, 7.25
000:00:25.950,-7.48
000:00:25.975,-6.72
000:00:26.000,-1.37
000:00:26.025,-13.82
000:00:26.050,-17.48
000:00:26.075, 1.07
000:00:26.100, 7.33
000:00:26.125, 0.69
000:00:26.150,-18.93
000:00:26.175,-10.38
000:00:26.200,17.40
000:00:26.225,67.48
000:00:26.250,101.76
000:00:26.275,96.03
000:00:26.300,57.40
000:00:26.325,-9.39
000:00:26.350,-50.61
000:00:26.375,-63.36
000:00:26.400,-94.89
000:00:26.425,-130.84
000:00:26.450,-145.11
000:00:26.475,-129.85
000:00:26.500,-99.62
000:00:26.525,-85.65
000:00:26.550,-78.17
000:00:26.575,-58.09
000:00:26.600,-61.83
000:00:26.625,-73.13
000:00:26.650,-68.78
000:00:26.675,-41.76
000:00:26.700,-22.52
000:00:26.725, 5.95
000:00:26.750,37.33
000:00:26.775,33.28
000:00:26.800,15.27
000:00:26.825,15.42
000:00:26.850,12.98
000:00:26.875, 5.11
000:00:26.900,-7.18
000:00:26.925,-10.00
000:00:26.950,-7.18
000:00:26.975,26.87
000:00:27.000,60.99
000:00:27.025,34.20
000:00:27.050, 7.86
000:00:27.075,21.22
000:00:27.100,29.54
000:00:27.125,17.86
000:00:27.150,11.60
000:00:27.175,14.50
000:00:27.200, 8.78
000:00:27.225,-9.85
000:00:27.250,-22.37
000:00:27.275,-8.09
000:00:27.300,-0.53
000:00:27.325,-5.88
000:00:27.350,-6.87
000:00:27.375,-12.37
000:00:27.400,-14.81
000:00:27.425,-28.55
000:00:27.450,-31.60
