TIME, 1-REF
000:00:04.250,-4.66
000:00:04.275,2.29
000:00:04.300,13.74
000:00:04.325,24.27
000:00:04.350,24.35
000:00:04.375,-0.53
000:00:04.400,-35.42
000:00:04.425,-6.18
000:00:04.450,16.56
000:00:04.475,0.38
000:00:04.500,-21.68
000:00:04.525,-36.26
000:00:04.550,-46.11
000:00:04.575,-40.46
000:00:04.600,0.0
000:00:04.625,0.0
000:00:04.650,0.0
000:00:04.675,-43.66
000:00:04.700,0.0
000:00:04.725,0.0
000:00:04.750,0.0
000:00:04.775,-32.67
000:00:04.800,-36.34
000:00:04.825,-42.82
000:00:04.850,0.0
000:00:04.875,0.0
000:00:04.900,-11.37
000:00:04.925,30.46
000:00:04.950,0.0
000:00:04.975,0.0
000:00:05.000,0.0
000:00:05.025,0.0
000:00:05.050,0.0
000:00:05.075,0.0
000:00:05.100,0.0
000:00:05.125,-12.67
000:00:05.150,-8.47
000:00:05.175,-18.02
000:00:05.200,-23.28
000:00:05.225,-24.27
000:00:05.250,-12.44
000:00:05.275,-31.53
000:00:05.300,-31.98
000:00:05.325,-5.88
000:00:05.350,4.12
000:00:05.375,-14.12
000:00:05.400,-23.82
000:00:05.425,-34.5
000:00:05.450,-45.42
000:00:05.475,-47.25
000:00:05.500,-30.08
000:00:05.525,-31.91
000:00:05.550,-41.6
000:00:05.575,-44.73
000:00:05.600,-48.4
000:00:05.625,-44.89
000:00:05.650,-38.93
000:00:05.675,-32.98
000:00:05.700,-31.53
000:00:05.725,-37.79
000:00:05.750,-34.81
000:00:05.775,-15.5
000:00:05.800,-24.12
000:00:05.825,-38.47
000:00:05.850,-34.96
000:00:05.875,-23.97
000:00:05.900,-26.64
000:00:05.925,-36.95
000:00:05.950,-40.15
000:00:05.975,-31.3
000:00:06.000,-25.19
000:00:06.025,-36.87
000:00:06.050,-42.21
000:00:06.075,-29.54
000:00:06.100,-28.09
000:00:06.125,-32.14
000:00:06.150,-13.51
000:00:06.175,-17.94
000:00:06.200,-21.37
000:00:06.225,-15.57
000:00:06.250,8.24
000:00:06.275,14.35
000:00:06.300,4.43
000:00:06.325,9.24
000:00:06.350,15.73
000:00:06.375,29.24
000:00:06.400,20.92
000:00:06.425,17.71
000:00:06.450,25.34
000:00:06.475,23.74
000:00:06.500,16.34
000:00:06.525,25.11
000:00:06.550,37.18
000:00:06.575,42.52
000:00:06.600,27.1
000:00:06.625,2.75
000:00:06.650,10.08
000:00:06.675,41.98
000:00:06.700,32.37
000:00:06.725,3.89
000:00:06.750,4.05
000:00:06.775,23.51
000:00:06.800,22.21
000:00:06.825,18.32
000:00:06.850,29.62
000:00:06.875,25.95
000:00:06.900,14.89
000:00:06.925,-1.07
000:00:06.950,9.62
000:00:06.975,28.78
000:00:07.000,24.58
000:00:07.025,10.84
000:00:07.050,6.26
000:00:07.075,13.82
000:00:07.100,19.77
000:00:07.125,6.79
000:00:07.150,-5.65
000:00:07.175,-4.2
000:00:07.200,11.53
000:00:07.225,11.76
000:00:07.250,-3.28
000:00:07.275,13.97
000:00:07.300,16.56
000:00:07.325,9.39
000:00:07.350,3.82
000:00:07.375,19.31
000:00:07.400,24.35
000:00:07.425,9.62
000:00:07.450,14.2
000:00:07.475,28.4
000:00:07.500,15.42
000:00:07.525,5.8
000:00:07.550,8.78
000:00:07.575,30.84
000:00:07.600,39.85
000:00:07.625,20.38
000:00:07.650,8.7
000:00:07.675,15.19
000:00:07.700,16.26
000:00:07.725,12.75
000:00:07.750,7.18
000:00:07.775,14.89
000:00:07.800,19.16
000:00:07.825,14.96
000:00:07.850,16.64
000:00:07.875,13.82
000:00:07.900,7.86
000:00:07.925,0.31
000:00:07.950,-0.92
000:00:07.975,5.95
000:00:08.000,16.34
000:00:08.025,8.24
000:00:08.050,-4.35
000:00:08.075,0.23
000:00:08.100,-0.23
000:00:08.125,-4.58
000:00:08.150,12.06
000:00:08.175,16.56
000:00:08.200,-0.31
000:00:08.225,-4.2
000:00:08.250,5.57
000:00:08.275,15.57
000:00:08.300,17.02
000:00:08.325,4.5
000:00:08.350,-9.92
000:00:08.375,3.44
000:00:08.400,32.98
000:00:08.425,22.82
000:00:08.450,2.29
000:00:08.475,-4.05
000:00:08.500,-0.23
000:00:08.525,-4.05
000:00:08.550,-4.2
000:00:08.575,5.11
000:00:08.600,16.56
000:00:08.625,3.28
000:00:08.650,-16.18
000:00:08.675,-12.06
000:00:08.700,8.93
000:00:08.725,13.13
000:00:08.750,-2.9
000:00:08.775,-17.56
000:00:08.800,-16.18
000:00:08.825,-13.13
000:00:08.850,-4.2
000:00:08.875,-0.53
000:00:08.900,-5.11
000:00:08.925,-27.25
000:00:08.950,-39.47
000:00:08.975,-39.92
000:00:09.000,-11.37
000:00:09.025,-0.31
000:00:09.050,-13.51
000:00:09.075,-26.18
000:00:09.100,-22.29
000:00:09.125,-21.76
000:00:09.150,-16.41
000:00:09.175,-22.98
000:00:09.200,-16.87
000:00:09.225,-27.4
000:00:09.250,-39.01
000:00:09.275,-32.37
000:00:09.300,-13.59
000:00:09.325,-20.23
000:00:09.350,-22.75
000:00:09.375,-17.63
000:00:09.400,-3.36
000:00:09.425,-5.95
000:00:09.450,-14.5
000:00:09.475,-26.34
000:00:09.500,-47.02
000:00:09.525,0.0
000:00:09.550,0.0
000:00:09.575,-36.56
000:00:09.600,-34.96
000:00:09.625,-42.67
000:00:09.650,-49.77
000:00:09.675,-35.27
000:00:09.700,2.6
000:00:09.725,14.81
000:00:09.750,-9.39
000:00:09.775,-34.96
000:00:09.800,-22.37
000:00:09.825,16.79
000:00:09.850,0.0
000:00:09.875,0.0
000:00:09.900,0.0
000:00:09.925,0.0
000:00:09.950,0.0
000:00:09.975,0.0
000:00:10.000,0.0
000:00:10.025,21.6
000:00:10.050,2.6
000:00:10.075,-18.02
000:00:10.100,-18.09
000:00:10.125,-23.89
000:00:10.150,-23.82
000:00:10.175,-11.98
000:00:10.200,8.17
000:00:10.225,5.65
000:00:10.250,-18.93
000:00:10.275,-16.72
000:00:10.300,2.82
000:00:10.325,14.12
000:00:10.350,0.92
000:00:10.375,-16.64
000:00:10.400,-15.5
000:00:10.425,-2.9
000:00:10.450,5.11
000:00:10.475,4.73
000:00:10.500,-1.37
000:00:10.525,17.18
000:00:10.550,15.8
000:00:10.575,-2.6
000:00:10.600,-19.24
000:00:10.625,-7.56
000:00:10.650,0.46
000:00:10.675,-4.5
000:00:10.700,3.66
000:00:10.725,9.92
000:00:10.750,0.0
000:00:10.775,-6.87
000:00:10.800,-2.44
000:00:10.825,-4.5
000:00:10.850,-17.02
000:00:10.875,10.23
000:00:10.900,37.48
000:00:10.925,30.69
000:00:10.950,19.16
000:00:10.975,5.73
000:00:11.000,-14.66
000:00:11.025,20.08
000:00:11.050,0.0
000:00:11.075,0.0
000:00:11.100,-15.65
000:00:11.125,-27.33
000:00:11.150,-15.5
000:00:11.175,-6.87
000:00:11.200,10.23
000:00:11.225,23.05
000:00:11.250,10.46
000:00:11.275,-6.56
000:00:11.300,-15.73
000:00:11.325,1.45
000:00:11.350,26.26
000:00:11.375,29.24
000:00:11.400,9.77
000:00:11.425,-5.8
000:00:11.450,-10.76
000:00:11.475,-11.53
000:00:11.500,1.83
000:00:11.525,17.48
000:00:11.550,4.43
000:00:11.575,-20.23
000:00:11.600,-36.64
000:00:11.625,-23.89
000:00:11.650,-5.19
000:00:11.675,-14.35
000:00:11.700,-8.85
000:00:11.725,-10.31
000:00:11.750,-25.8
000:00:11.775,-29.24
000:00:11.800,-24.05
000:00:11.825,-5.95
000:00:11.850,2.75
000:00:11.875,-5.04
000:00:11.900,-20.61
000:00:11.925,-20.0
000:00:11.950,-5.42
000:00:11.975,4.43
000:00:12.000,46.87
000:00:12.025,0.0
000:00:12.050,0.0
000:00:12.075,0.0
000:00:12.100,0.0
000:00:12.125,-0.38
000:00:12.150,-35.19
000:00:12.175,0.0
000:00:12.200,0.0
000:00:12.225,0.0
000:00:12.250,0.0
000:00:12.275,0.0
000:00:12.300,0.0
000:00:12.325,0.0
000:00:12.350,0.0
000:00:12.375,0.0
000:00:12.400,-19.85
000:00:12.425,-44.66
000:00:12.450,-48.63
000:00:12.475,0.0
000:00:12.500,0.0
000:00:12.525,-24.96
000:00:12.550,9.92
000:00:12.575,-2.29
000:00:12.600,-23.89
000:00:12.625,-28.24
000:00:12.650,-15.73
000:00:12.675,-6.72
000:00:12.700,-0.84
000:00:12.725,-1.45
000:00:12.750,-3.36
000:00:12.775,22.21
000:00:12.800,0.0
000:00:12.825,0.0
000:00:12.850,0.0
000:00:12.875,0.0
000:00:12.900,23.36
000:00:12.925,7.02
000:00:12.950,14.12
000:00:12.975,19.24
000:00:13.000,12.29
000:00:13.025,16.72
000:00:13.050,32.98
000:00:13.075,33.05
000:00:13.100,18.63
000:00:13.125,18.4
000:00:13.150,21.45
000:00:13.175,13.89
000:00:13.200,9.16
000:00:13.225,-4.05
000:00:13.250,-3.36
000:00:13.275,-1.15
000:00:13.300,2.14
000:00:13.325,-6.79
000:00:13.350,-11.76
000:00:13.375,2.82
000:00:13.400,7.63
000:00:13.425,-0.46
000:00:13.450,-1.15
000:00:13.475,9.54
000:00:13.500,9.16
000:00:13.525,22.14
000:00:13.550,33.44
000:00:13.575,18.78
000:00:13.600,-0.61
000:00:13.625,-9.39
000:00:13.650,0.31
000:00:13.675,23.13
000:00:13.700,26.18
000:00:13.725,1.6
000:00:13.750,-11.45
000:00:13.775,0.84
000:00:13.800,11.37
000:00:13.825,16.03
000:00:13.850,14.2
000:00:13.875,13.89
000:00:13.900,2.14
000:00:13.925,-2.37
000:00:13.950,13.36
000:00:13.975,26.56
000:00:14.000,14.12
000:00:14.025,7.25
000:00:14.050,8.4
000:00:14.075,16.95
000:00:14.100,19.01
000:00:14.125,7.48
000:00:14.150,-3.44
000:00:14.175,0.38
000:00:14.200,-0.76
000:00:14.225,-4.2
000:00:14.250,-11.22
000:00:14.275,-6.87
000:00:14.300,-2.67
000:00:14.325,-7.79
000:00:14.350,-16.49
000:00:14.375,-13.36
000:00:14.400,-11.53
000:00:14.425,-2.75
000:00:14.450,-7.48
000:00:14.475,-6.41
000:00:14.500,-11.07
000:00:14.525,-18.17
000:00:14.550,-15.42
000:00:14.575,-11.37
000:00:14.600,-17.71
000:00:14.625,-31.37
000:00:14.650,-44.66
000:00:14.675,-23.13
000:00:14.700,-1.98
000:00:14.725,-11.15
000:00:14.750,-22.21
000:00:14.775,-7.33
000:00:14.800,12.29
000:00:14.825,5.5
000:00:14.850,-10.92
000:00:14.875,-14.66
000:00:14.900,-15.34
000:00:14.925,-20.08
000:00:14.950,-20.0
000:00:14.975,-12.98
000:00:15.000,-9.08
000:00:15.025,-14.5
000:00:15.050,-17.63
000:00:15.075,-5.42
000:00:15.100,4.58
000:00:15.125,-4.73
000:00:15.150,-15.34
000:00:15.175,-8.7
000:00:15.200,-0.69
000:00:15.225,-5.42
000:00:15.250,-10.53
000:00:15.275,-9.62
000:00:15.300,-3.89
000:00:15.325,-0.53
000:00:15.350,0.76
000:00:15.375,-10.0
000:00:15.400,-13.59
000:00:15.425,-10.08
000:00:15.450,-5.88
000:00:15.475,-7.18
000:00:15.500,-7.71
000:00:15.525,-5.27
000:00:15.550,-5.5
000:00:15.575,-15.5
000:00:15.600,-12.21
000:00:15.625,-6.64
000:00:15.650,-2.82
000:00:15.675,-0.99
000:00:15.700,-1.3
000:00:15.725,-8.7
000:00:15.750,0.76
000:00:15.775,0.23
000:00:15.800,1.68
000:00:15.825,1.91
000:00:15.850,-3.97
000:00:15.875,-2.75
000:00:15.900,8.78
000:00:15.925,-0.15
000:00:15.950,-5.95
000:00:15.975,-4.35
000:00:16.000,10.31
000:00:16.025,6.18
000:00:16.050,0.61
000:00:16.075,2.21
000:00:16.100,14.73
000:00:16.125,13.28
000:00:16.150,-1.91
000:00:16.175,-2.98
000:00:16.200,14.58
000:00:16.225,18.09
000:00:16.250,21.76
000:00:16.275,19.92
000:00:16.300,15.88
000:00:16.325,11.15
000:00:16.350,1.15
000:00:16.375,-5.88
000:00:16.400,2.6
000:00:16.425,8.93
000:00:16.450,7.94
000:00:16.475,4.5
000:00:16.500,8.47
000:00:16.525,14.89
000:00:16.550,12.06
000:00:16.575,10.92
000:00:16.600,23.05
000:00:16.625,18.32
000:00:16.650,12.14
000:00:16.675,8.32
000:00:16.700,19.24
000:00:16.725,34.5
000:00:16.750,37.25
000:00:16.775,23.82
000:00:16.800,9.24
000:00:16.825,13.13
000:00:16.850,15.11
000:00:16.875,21.15
000:00:16.900,25.5
000:00:16.925,28.55
000:00:16.950,7.94
000:00:16.975,4.89
000:00:17.000,25.34
000:00:17.025,34.81
000:00:17.050,14.43
000:00:17.075,-6.79
000:00:17.100,12.14
000:00:17.125,27.4
000:00:17.150,16.34
000:00:17.175,7.71
000:00:17.200,1.3
000:00:17.225,8.85
000:00:17.250,7.4
000:00:17.275,-0.53
000:00:17.300,13.28
000:00:17.325,12.82
000:00:17.350,-3.59
000:00:17.375,-4.58
000:00:17.400,1.76
000:00:17.425,-2.75
000:00:17.450,-14.96
000:00:17.475,-15.5
000:00:17.500,0.23
000:00:17.525,1.76
000:00:17.550,-6.41
000:00:17.575,-15.19
000:00:17.600,-24.58
000:00:17.625,-18.63
000:00:17.650,1.76
000:00:17.675,-2.9
000:00:17.700,-24.05
000:00:17.725,-14.05
000:00:17.750,4.96
000:00:17.775,-4.96
000:00:17.800,-16.56
000:00:17.825,-14.5
000:00:17.850,-7.48
000:00:17.875,-0.84
000:00:17.900,-6.18
000:00:17.925,-12.52
000:00:17.950,-11.3
000:00:17.975,-13.51
000:00:18.000,-7.33
000:00:18.025,-1.07
000:00:18.050,-19.69
000:00:18.075,-35.5
000:00:18.100,-14.27
000:00:18.125,7.1
000:00:18.150,10.15
000:00:18.175,-8.55
000:00:18.200,-22.75
000:00:18.225,-13.44
000:00:18.250,0.31
000:00:18.275,-1.91
000:00:18.300,-9.62
000:00:18.325,-6.87
000:00:18.350,-2.98
000:00:18.375,-3.13
000:00:18.400,-4.43
000:00:18.425,6.41
000:00:18.450,8.63
000:00:18.475,7.56
000:00:18.500,2.52
000:00:18.525,-0.76
000:00:18.550,7.25
000:00:18.575,1.53
000:00:18.600,-8.55
000:00:18.625,0.23
000:00:18.650,5.57
000:00:18.675,-7.48
000:00:18.700,-5.04
000:00:18.725,2.37
000:00:18.750,10.08
000:00:18.775,3.97
000:00:18.800,1.3
000:00:18.825,13.82
000:00:18.850,10.61
000:00:18.875,-1.22
000:00:18.900,-1.98
000:00:18.925,-1.53
000:00:18.950,-9.08
000:00:18.975,-17.33
000:00:19.000,7.02
000:00:19.025,11.83
000:00:19.050,-11.98
000:00:19.075,-35.65
000:00:19.100,-28.4
000:00:19.125,-13.74
000:00:19.150,-4.5
000:00:19.175,-29.31
000:00:19.200,-28.17
000:00:19.225,-11.3
000:00:19.250,4.2
000:00:19.275,-14.66
000:00:19.300,-34.73
000:00:19.325,-31.98
000:00:19.350,-7.4
000:00:19.375,0.99
000:00:19.400,-13.05
000:00:19.425,-36.34
000:00:19.450,-22.21
000:00:19.475,-3.51
000:00:19.500,-1.3
000:00:19.525,-13.66
000:00:19.550,-13.97
000:00:19.575,0.99
000:00:19.600,-9.92
000:00:19.625,-16.18
000:00:19.650,1.98
000:00:19.675,-3.36
000:00:19.700,-12.9
000:00:19.725,-16.26
000:00:19.750,-0.84
000:00:19.775,0.92
000:00:19.800,-18.55
000:00:19.825,-8.7
000:00:19.850,24.27
000:00:19.875,6.95
000:00:19.900,-18.02
000:00:19.925,-11.37
000:00:19.950,14.96
000:00:19.975,16.72
000:00:20.000,-10.69
000:00:20.025,-9.85
000:00:20.050,13.59
000:00:20.075,8.93
000:00:20.100,-7.18
000:00:20.125,-5.27
000:00:20.150,14.2
000:00:20.175,15.73
000:00:20.200,1.6
000:00:20.225,12.82
000:00:20.250,29.39
000:00:20.275,8.55
000:00:20.300,-1.91
000:00:20.325,9.16
000:00:20.350,33.66
000:00:20.375,20.69
000:00:20.400,-4.81
000:00:20.425,-8.4
000:00:20.450,9.01
000:00:20.475,7.33
000:00:20.500,-0.31
000:00:20.525,-1.07
000:00:20.550,2.21
000:00:20.575,6.03
000:00:20.600,9.69
000:00:20.625,4.58
000:00:20.650,-0.69
000:00:20.675,7.02
000:00:20.700,14.5
000:00:20.725,8.17
000:00:20.750,-3.05
000:00:20.775,14.43
000:00:20.800,0.0
000:00:20.825,0.0
000:00:20.850,0.0
000:00:20.875,0.0
000:00:20.900,0.0
000:00:20.925,0.0
000:00:20.950,0.0
000:00:20.975,0.0
000:00:21.000,0.0
000:00:21.025,0.0
000:00:21.050,-12.52
000:00:21.075,-38.55
000:00:21.100,0.0
000:00:21.125,0.0
000:00:21.150,0.0
000:00:21.175,0.0
000:00:21.200,0.0
000:00:21.225,0.0
000:00:21.250,0.0
000:00:21.275,0.0
000:00:21.300,0.0
000:00:21.325,0.0
000:00:21.350,0.0
000:00:21.375,0.0
000:00:21.400,-27.02
000:00:21.425,-49.85
000:00:21.450,0.0
000:00:21.475,0.0
000:00:21.500,-17.86
000:00:21.525,-24.58
000:00:21.550,-22.6
000:00:21.575,-14.5
000:00:21.600,0.76
000:00:21.625,0.08
000:00:21.650,-4.2
000:00:21.675,1.83
000:00:21.700,-7.02
000:00:21.725,-18.7
000:00:21.750,-14.89
000:00:21.775,13.97
000:00:21.800,19.85
000:00:21.825,-1.15
000:00:21.850,-14.58
000:00:21.875,-7.48
000:00:21.900,7.63
000:00:21.925,6.56
000:00:21.950,-10.23
000:00:21.975,-14.35
000:00:22.000,5.11
000:00:22.025,17.02
000:00:22.050,4.58
000:00:22.075,-13.28
000:00:22.100,-8.93
000:00:22.125,-2.37
000:00:22.150,-5.34
000:00:22.175,-7.79
000:00:22.200,-5.27
000:00:22.225,4.89
000:00:22.250,8.93
000:00:22.275,6.26
000:00:22.300,12.67
000:00:22.325,8.85
000:00:22.350,1.3
000:00:22.375,5.65
000:00:22.400,14.66
000:00:22.425,2.44
000:00:22.450,-9.54
000:00:22.475,-2.98
000:00:22.500,14.66
000:00:22.525,16.95
000:00:22.550,-0.69
000:00:22.575,-10.61
000:00:22.600,0.0
000:00:22.625,-0.46
000:00:22.650,0.84
000:00:22.675,-7.48
000:00:22.700,-5.65
000:00:22.725,9.08
000:00:22.750,9.31
000:00:22.775,1.45
000:00:22.800,-5.88
000:00:22.825,-1.22
000:00:22.850,7.86
000:00:22.875,7.25
000:00:22.900,4.5
000:00:22.925,-4.73
000:00:22.950,-10.84
000:00:22.975,5.8
000:00:23.000,20.38
000:00:23.025,15.5
000:00:23.050,0.76
000:00:23.075,2.14
000:00:23.100,22.9
000:00:23.125,23.97
000:00:23.150,8.78
000:00:23.175,6.26
000:00:23.200,20.92
000:00:23.225,16.87
000:00:23.250,5.8
000:00:23.275,-1.22
000:00:23.300,15.95
000:00:23.325,22.75
000:00:23.350,0.23
000:00:23.375,-7.86
000:00:23.400,15.73
000:00:23.425,17.1
000:00:23.450,0.92
000:00:23.475,-11.6
000:00:23.500,4.27
000:00:23.525,10.31
000:00:23.550,-0.31
000:00:23.575,-16.18
000:00:23.600,-16.11
000:00:23.625,-12.14
000:00:23.650,-9.31
000:00:23.675,-7.63
000:00:23.700,-11.15
000:00:23.725,-28.32
000:00:23.750,-41.68
000:00:23.775,-37.02
000:00:23.800,-21.53
000:00:23.825,-4.73
000:00:23.850,-0.38
000:00:23.875,-10.53
000:00:23.900,-9.85
000:00:23.925,-1.98
000:00:23.950,8.85
000:00:23.975,3.05
000:00:24.000,2.37
000:00:24.025,-7.63
000:00:24.050,-16.64
000:00:24.075,-4.73
000:00:24.100,18.4
000:00:24.125,21.37
000:00:24.150,2.6
000:00:24.175,-19.69
000:00:24.200,-6.64
000:00:24.225,17.4
000:00:24.250,15.57
000:00:24.275,-12.37
000:00:24.300,-13.97
000:00:24.325,-5.8
000:00:24.350,-10.61
000:00:24.375,-14.27
000:00:24.400,1.3
000:00:24.425,1.98
000:00:24.450,-12.52
000:00:24.475,-21.6
000:00:24.500,-15.19
000:00:24.525,-11.91
000:00:24.550,-15.27
000:00:24.575,-9.92
000:00:24.600,-2.37
000:00:24.625,3.21
000:00:24.650,-4.27
000:00:24.675,-11.45
000:00:24.700,2.98
000:00:24.725,10.84
000:00:24.750,7.4
000:00:24.775,3.97
000:00:24.800,7.25
000:00:24.825,9.24
000:00:24.850,3.44
000:00:24.875,2.98
000:00:24.900,18.55
000:00:24.925,15.34
000:00:24.950,0.46
000:00:24.975,-2.06
000:00:25.000,10.23
000:00:25.025,21.53
000:00:25.050,20.15
000:00:25.075,15.65
000:00:25.100,14.35
000:00:25.125,-4.58
000:00:25.150,-13.05
000:00:25.175,10.53
000:00:25.200,20.69
000:00:25.225,26.79
000:00:25.250,9.85
000:00:25.275,-23.36
000:00:25.300,-27.71
000:00:25.325,0.0
000:00:25.350,7.48
000:00:25.375,2.82
000:00:25.400,-0.08
000:00:25.425,2.14
000:00:25.450,-22.44
000:00:25.475,0.0
000:00:25.500,0.0
000:00:25.525,0.0
000:00:25.550,-33.59
000:00:25.575,-47.25
000:00:25.600,0.0
000:00:25.625,0.0
000:00:25.650,-12.37
000:00:25.675,-5.5
000:00:25.700,-19.85
000:00:25.725,-22.6
000:00:25.750,-26.87
000:00:25.775,-35.57
000:00:25.800,-23.59
000:00:25.825,-8.32
000:00:25.850,1.83
000:00:25.875,49.31
000:00:25.900,0.0
000:00:25.925,0.0
000:00:25.950,0.0
000:00:25.975,0.0
000:00:26.000,0.0
000:00:26.025,0.0
000:00:26.050,0.0
000:00:26.075,21.98
000:00:26.100,10.53
000:00:26.125,26.03
000:00:26.150,42.44
000:00:26.175,29.85
000:00:26.200,23.21
000:00:26.225,19.62
000:00:26.250,13.66
000:00:26.275,15.27
000:00:26.300,18.09
000:00:26.325,19.39
000:00:26.350,36.64
000:00:26.375,27.71
000:00:26.400,-3.44
000:00:26.425,-15.27
000:00:26.450,3.51
000:00:26.475,15.95
000:00:26.500,10.38
000:00:26.525,1.76
000:00:26.550,3.51
000:00:26.575,2.6
000:00:26.600,8.93
000:00:26.625,4.89
000:00:26.650,18.02
000:00:26.675,11.15
000:00:26.700,-14.43
000:00:26.725,-10.84
000:00:26.750,25.42
000:00:26.775,0.0
000:00:26.800,0.0
000:00:26.825,0.0
000:00:26.850,0.0
000:00:26.875,0.0
000:00:26.900,4.58
000:00:26.925,-19.01
000:00:26.950,-21.45
000:00:26.975,-33.44
000:00:27.000,-39.54
000:00:27.025,-49.24
000:00:27.050,-37.18
000:00:27.075,-31.22
000:00:27.100,-36.26
000:00:27.125,-33.36
000:00:27.150,-21.76
000:00:27.175,-36.56
000:00:27.200,-42.29
000:00:27.225,-25.42
000:00:27.250,-16.56
000:00:27.275,-28.78
000:00:27.300,-40.76
000:00:27.325,-33.66
000:00:27.350,-17.56
000:00:27.375,-23.89
000:00:27.400,-21.53
000:00:27.425,-9.69
000:00:27.450,-0.99
000:00:27.475,-4.27
000:00:27.500,-2.9
000:00:27.525,-2.67
000:00:27.550,1.37
000:00:27.575,-11.6
000:00:27.600,-19.01
000:00:27.625,-11.98
000:00:27.650,-2.14
000:00:27.675,-13.13
000:00:27.700,-19.77
000:00:27.725,-14.2
000:00:27.750,-14.2
000:00:27.775,-5.57
000:00:27.800,0.0
000:00:27.825,-2.75
000:00:27.850,4.66
000:00:27.875,12.14
000:00:27.900,13.21
000:00:27.925,3.89
000:00:27.950,-4.81
