TIME, 1-REF
000:00:09.050,0.0
000:00:09.075,0.0
000:00:09.100,24.73
000:00:09.125,12.9
000:00:09.150,24.12
000:00:09.175,32.52
000:00:09.200,31.91
000:00:09.225,29.62
000:00:09.250,26.56
000:00:09.275,8.85
000:00:09.300,-12.75
000:00:09.325,-10.08
000:00:09.350,12.67
000:00:09.375,22.37
000:00:09.400,11.83
000:00:09.425,-8.17
000:00:09.450,-12.52
000:00:09.475,-11.45
000:00:09.500,-8.63
000:00:09.525,-4.58
000:00:09.550,7.79
000:00:09.575,2.98
000:00:09.600,-4.81
000:00:09.625,-12.98
000:00:09.650,5.88
000:00:09.675,2.75
000:00:09.700,-17.25
000:00:09.725,-23.89
000:00:09.750,-11.76
000:00:09.775,2.67
000:00:09.800,2.9
000:00:09.825,-5.95
000:00:09.850,1.6
000:00:09.875,4.89
000:00:09.900,5.04
000:00:09.925,-4.58
000:00:09.950,-7.4
000:00:09.975,0.76
000:00:10.000,13.13
000:00:10.025,4.96
000:00:10.050,-3.97
000:00:10.075,-9.54
000:00:10.100,-8.4
000:00:10.125,-3.05
000:00:10.150,13.44
000:00:10.175,6.95
000:00:10.200,-5.95
000:00:10.225,-5.88
000:00:10.250,-1.07
000:00:10.275,-0.31
000:00:10.300,-0.15
000:00:10.325,1.6
000:00:10.350,10.61
000:00:10.375,7.63
000:00:10.400,-2.52
000:00:10.425,-9.31
000:00:10.450,0.23
000:00:10.475,6.03
000:00:10.500,0.38
000:00:10.525,-11.98
000:00:10.550,-4.58
000:00:10.575,10.0
000:00:10.600,6.87
000:00:10.625,-7.71
000:00:10.650,-9.16
000:00:10.675,7.79
000:00:10.700,25.04
000:00:10.725,25.04
000:00:10.750,5.19
000:00:10.775,-1.07
000:00:10.800,5.42
000:00:10.825,15.88
000:00:10.850,13.21
000:00:10.875,0.61
000:00:10.900,-11.15
000:00:10.925,-13.05
000:00:10.950,-2.75
000:00:10.975,-3.28
000:00:11.000,-13.36
000:00:11.025,-17.86
000:00:11.050,-10.92
000:00:11.075,-0.53
000:00:11.100,-5.57
000:00:11.125,-15.42
000:00:11.150,-9.01
000:00:11.175,12.82
000:00:11.200,13.82
000:00:11.225,-8.47
000:00:11.250,-17.63
000:00:11.275,-6.95
000:00:11.300,6.72
000:00:11.325,0.0
000:00:11.350,-8.09
000:00:11.375,6.87
000:00:11.400,21.91
000:00:11.425,28.32
000:00:11.450,23.13
000:00:11.475,11.91
000:00:11.500,5.34
000:00:11.525,14.43
000:00:11.550,22.98
000:00:11.575,22.29
000:00:11.600,10.99
000:00:11.625,6.26
000:00:11.650,7.4
000:00:11.675,13.13
000:00:11.700,0.84
000:00:11.725,-2.29
000:00:11.750,-0.84
000:00:11.775,5.19
000:00:11.800,10.31
000:00:11.825,-0.76
000:00:11.850,-13.89
000:00:11.875,-13.51
000:00:11.900,-4.96
000:00:11.925,-2.75
000:00:11.950,-16.72
000:00:11.975,-23.82
000:00:12.000,0.0
000:00:12.025,14.27
000:00:12.050,2.52
000:00:12.075,-7.63
000:00:12.100,-1.91
000:00:12.125,13.51
000:00:12.150,15.11
000:00:12.175,11.15
000:00:12.200,6.41
000:00:12.225,-8.47
000:00:12.250,-1.37
000:00:12.275,20.69
000:00:12.300,18.7
000:00:12.325,-1.15
000:00:12.350,-10.69
000:00:12.375,-4.2
000:00:12.400,9.24
000:00:12.425,3.51
000:00:12.450,-10.99
000:00:12.475,-8.85
000:00:12.500,-0.31
000:00:12.525,3.28
000:00:12.550,-10.61
000:00:12.575,-16.26
000:00:12.600,-2.98
000:00:12.625,-4.5
000:00:12.650,-12.6
000:00:12.675,-20.61
000:00:12.700,-4.96
000:00:12.725,2.67
000:00:12.750,-3.44
000:00:12.775,-9.62
000:00:12.800,3.51
000:00:12.825,1.91
000:00:12.850,6.11
000:00:12.875,17.94
000:00:12.900,19.01
000:00:12.925,0.31
000:00:12.950,-7.02
000:00:12.975,-13.44
000:00:13.000,-10.76
000:00:13.025,-1.6
000:00:13.050,-2.6
000:00:13.075,-28.32
000:00:13.100,-14.35
000:00:13.125,6.72
000:00:13.150,18.55
000:00:13.175,3.44
000:00:13.200,-15.04
000:00:13.225,-0.53
000:00:13.250,20.0
000:00:13.275,16.26
000:00:13.300,0.0
000:00:13.325,-7.94
000:00:13.350,1.91
000:00:13.375,-1.15
000:00:13.400,-4.12
000:00:13.425,-5.65
000:00:13.450,-12.44
000:00:13.475,-24.66
000:00:13.500,-9.16
000:00:13.525,4.5
000:00:13.550,-2.67
000:00:13.575,-19.77
000:00:13.600,-3.05
000:00:13.625,12.9
000:00:13.650,0.61
000:00:13.675,-18.55
000:00:13.700,-5.57
000:00:13.725,12.82
000:00:13.750,5.88
000:00:13.775,-17.25
000:00:13.800,-4.35
000:00:13.825,13.44
000:00:13.850,14.5
000:00:13.875,4.66
000:00:13.900,-17.71
000:00:13.925,-30.15
000:00:13.950,-12.37
000:00:13.975,6.64
000:00:14.000,-3.97
000:00:14.025,-11.76
000:00:14.050,-13.44
000:00:14.075,-6.87
000:00:14.100,0.76
000:00:14.125,-6.41
000:00:14.150,-16.72
000:00:14.175,-18.93
000:00:14.200,-6.95
000:00:14.225,0.23
000:00:14.250,-10.0
000:00:14.275,-13.05
000:00:14.300,-1.98
000:00:14.325,11.98
000:00:14.350,5.34
000:00:14.375,-18.09
000:00:14.400,-15.42
000:00:14.425,12.06
000:00:14.450,11.45
000:00:14.475,-9.85
000:00:14.500,-18.24
000:00:14.525,-20.76
000:00:14.550,-25.95
000:00:14.575,-15.5
000:00:14.600,-2.98
000:00:14.625,-6.03
000:00:14.650,-22.82
000:00:14.675,-22.6
000:00:14.700,-2.52
000:00:14.725,12.06
000:00:14.750,-7.1
000:00:14.775,-25.11
000:00:14.800,-5.65
000:00:14.825,14.12
000:00:14.850,5.04
000:00:14.875,-4.73
000:00:14.900,-1.6
000:00:14.925,14.89
000:00:14.950,11.53
000:00:14.975,-9.62
000:00:15.000,-3.28
000:00:15.025,8.47
000:00:15.050,0.23
000:00:15.075,1.22
000:00:15.100,-5.57
000:00:15.125,4.12
000:00:15.150,-2.98
000:00:15.175,-5.42
000:00:15.200,1.76
000:00:15.225,15.11
000:00:15.250,-1.68
000:00:15.275,-10.0
000:00:15.300,3.44
000:00:15.325,7.25
000:00:15.350,-11.6
000:00:15.375,-10.0
000:00:15.400,6.11
000:00:15.425,9.39
000:00:15.450,-1.76
000:00:15.475,-3.82
000:00:15.500,-3.51
000:00:15.525,5.34
000:00:15.550,3.13
000:00:15.575,-0.92
000:00:15.600,-2.21
000:00:15.625,-8.02
000:00:15.650,-17.25
000:00:15.675,-6.26
000:00:15.700,5.04
000:00:15.725,0.0
000:00:15.750,-14.66
000:00:15.775,-16.18
000:00:15.800,-12.6
000:00:15.825,-4.27
000:00:15.850,-9.24
000:00:15.875,-8.32
000:00:15.900,-1.15
000:00:15.925,-7.18
000:00:15.950,-10.38
000:00:15.975,-13.21
000:00:16.000,-12.21
000:00:16.025,-1.3
000:00:16.050,3.89
000:00:16.075,-3.05
000:00:16.100,-13.66
000:00:16.125,-11.3
000:00:16.150,-3.51
000:00:16.175,-3.97
000:00:16.200,7.18
000:00:16.225,6.64
000:00:16.250,-0.46
000:00:16.275,-4.89
000:00:16.300,-8.55
000:00:16.325,-5.8
000:00:16.350,-11.07
000:00:16.375,-24.73
000:00:16.400,-31.91
000:00:16.425,-29.24
000:00:16.450,-35.42
000:00:16.475,-33.13
000:00:16.500,-26.72
000:00:16.525,-22.37
000:00:16.550,-6.64
000:00:16.575,0.0
000:00:16.600,0.0
000:00:16.625,0.0
000:00:16.650,0.0
000:00:16.675,0.0
000:00:16.700,0.0
000:00:16.725,0.0
000:00:16.750,-30.23
000:00:16.775,-38.4
000:00:16.800,-29.92
000:00:16.825,-34.2
000:00:16.850,-25.11
000:00:16.875,-38.02
000:00:16.900,0.0
000:00:16.925,0.0
000:00:16.950,-14.2
000:00:16.975,-13.28
000:00:17.000,-33.74
000:00:17.025,-41.22
000:00:17.050,-21.98
000:00:17.075,-15.5
000:00:17.100,-28.55
000:00:17.125,-28.09
000:00:17.150,-15.42
000:00:17.175,-22.14
000:00:17.200,-35.04
000:00:17.225,-27.1
000:00:17.250,-22.29
000:00:17.275,-24.05
000:00:17.300,-22.44
000:00:17.325,-20.38
000:00:17.350,2.44
000:00:17.375,5.57
000:00:17.400,-16.11
000:00:17.425,-25.57
000:00:17.450,-7.94
000:00:17.475,5.19
000:00:17.500,2.75
000:00:17.525,-0.08
000:00:17.550,4.2
000:00:17.575,-0.76
000:00:17.600,-17.18
000:00:17.625,-36.56
000:00:17.650,0.0
000:00:17.675,0.0
000:00:17.700,-34.05
000:00:17.725,-47.25
000:00:17.750,-44.81
000:00:17.775,-45.65
000:00:17.800,0.0
000:00:17.825,0.0
000:00:17.850,0.0
000:00:17.875,-37.86
000:00:17.900,0.0
000:00:17.925,0.0
000:00:17.950,0.0
000:00:17.975,0.0
000:00:18.000,0.0
000:00:18.025,0.0
000:00:18.050,0.0
000:00:18.075,0.0
000:00:18.100,20.23
000:00:18.125,23.89
000:00:18.150,27.18
000:00:18.175,29.01
000:00:18.200,12.06
000:00:18.225,8.55
000:00:18.250,19.08
000:00:18.275,30.08
000:00:18.300,23.97
000:00:18.325,42.37
000:00:18.350,0.0
000:00:18.375,0.0
000:00:18.400,0.0
000:00:18.425,0.0
000:00:18.450,0.0
000:00:18.475,12.44
000:00:18.500,5.8
000:00:18.525,8.09
000:00:18.550,-7.86
000:00:18.575,-20.46
000:00:18.600,-31.83
000:00:18.625,-31.07
000:00:18.650,-14.66
000:00:18.675,9.24
000:00:18.700,-5.04
000:00:18.725,-32.75
000:00:18.750,-39.01
000:00:18.775,-20.08
000:00:18.800,-29.39
000:00:18.825,-31.53
000:00:18.850,-25.73
000:00:18.875,-17.02
000:00:18.900,-25.42
000:00:18.925,-23.97
000:00:18.950,-13.82
000:00:18.975,-1.6
000:00:19.000,0.61
000:00:19.025,14.12
000:00:19.050,8.02
000:00:19.075,2.14
000:00:19.100,-4.27
000:00:19.125,-16.56
000:00:19.150,-22.29
000:00:19.175,-2.52
000:00:19.200,6.95
000:00:19.225,5.73
000:00:19.250,-11.07
000:00:19.275,-15.04
000:00:19.300,-7.56
000:00:19.325,4.2
000:00:19.350,4.89
000:00:19.375,10.23
000:00:19.400,-0.76
000:00:19.425,-8.85
000:00:19.450,-12.82
000:00:19.475,-0.84
000:00:19.500,13.05
000:00:19.525,20.69
000:00:19.550,7.33
000:00:19.575,1.15
000:00:19.600,-6.34
000:00:19.625,-23.05
000:00:19.650,-19.39
000:00:19.675,15.27
000:00:19.700,25.5
000:00:19.725,4.81
000:00:19.750,-10.23
000:00:19.775,3.21
000:00:19.800,3.97
000:00:19.825,-6.56
000:00:19.850,-7.86
000:00:19.875,9.77
000:00:19.900,17.25
000:00:19.925,2.52
000:00:19.950,-22.29
000:00:19.975,-16.87
000:00:20.000,0.99
000:00:20.025,15.42
000:00:20.050,18.09
000:00:20.075,13.21
000:00:20.100,-2.82
000:00:20.125,-15.04
000:00:20.150,-16.56
000:00:20.175,2.44
000:00:20.200,20.38
000:00:20.225,26.49
000:00:20.250,14.27
000:00:20.275,2.9
000:00:20.300,44.35
000:00:20.325,0.0
000:00:20.350,0.0
000:00:20.375,0.0
000:00:20.400,0.0
000:00:20.425,0.0
000:00:20.450,0.0
000:00:20.475,-4.96
000:00:20.500,-17.48
000:00:20.525,-28.4
000:00:20.550,-48.78
000:00:20.575,0.0
000:00:20.600,0.0
000:00:20.625,0.0
000:00:20.650,0.0
000:00:20.675,0.0
000:00:20.700,0.0
000:00:20.725,0.0
000:00:20.750,0.0
000:00:20.775,0.0
000:00:20.800,0.0
000:00:20.825,0.0
000:00:20.850,-29.24
000:00:20.875,-20.76
000:00:20.900,-13.89
000:00:20.925,-21.91
000:00:20.950,-45.19
000:00:20.975,-38.55
000:00:21.000,-14.43
000:00:21.025,-0.15
000:00:21.050,-5.8
000:00:21.075,-21.68
000:00:21.100,-24.27
000:00:21.125,-10.61
000:00:21.150,-12.75
000:00:21.175,-18.55
000:00:21.200,-5.27
000:00:21.225,-0.38
000:00:21.250,2.21
000:00:21.275,9.16
000:00:21.300,5.42
000:00:21.325,6.03
000:00:21.350,0.46
000:00:21.375,-2.21
000:00:21.400,3.82
000:00:21.425,3.28
000:00:21.450,-13.36
000:00:21.475,-19.77
000:00:21.500,-9.39
000:00:21.525,9.77
000:00:21.550,15.27
000:00:21.575,-3.13
000:00:21.600,-22.82
000:00:21.625,-17.02
000:00:21.650,1.53
000:00:21.675,14.12
000:00:21.700,13.28
000:00:21.725,10.23
000:00:21.750,-1.37
000:00:21.775,2.67
000:00:21.800,9.77
000:00:21.825,7.63
000:00:21.850,0.31
000:00:21.875,-2.82
000:00:21.900,-5.65
000:00:21.925,0.0
000:00:21.950,2.29
000:00:21.975,2.29
000:00:22.000,-4.66
000:00:22.025,4.2
000:00:22.050,-3.97
000:00:22.075,-24.35
000:00:22.100,-32.44
000:00:22.125,-19.85
000:00:22.150,-0.53
000:00:22.175,6.64
000:00:22.200,-7.4
000:00:22.225,0.92
000:00:22.250,-2.52
000:00:22.275,-8.24
000:00:22.300,-11.76
000:00:22.325,-1.68
000:00:22.350,-0.31
000:00:22.375,-8.4
000:00:22.400,-22.75
000:00:22.425,-17.25
000:00:22.450,-2.75
000:00:22.475,9.16
000:00:22.500,6.26
000:00:22.525,0.99
000:00:22.550,-3.44
000:00:22.575,-3.82
000:00:22.600,-4.58
000:00:22.625,3.21
000:00:22.650,2.75
000:00:22.675,7.71
000:00:22.700,7.1
000:00:22.725,5.04
000:00:22.750,9.47
000:00:22.775,11.68
000:00:22.800,9.24
000:00:22.825,9.47
000:00:22.850,6.56
000:00:22.875,-0.92
000:00:22.900,-8.32
000:00:22.925,4.43
000:00:22.950,-6.79
000:00:22.975,-12.6
000:00:23.000,-5.11
000:00:23.025,10.31
000:00:23.050,20.61
000:00:23.075,8.4
000:00:23.100,-1.91
000:00:23.125,18.17
000:00:23.150,20.08
000:00:23.175,-6.11
000:00:23.200,-23.89
000:00:23.225,-9.54
000:00:23.250,9.47
000:00:23.275,14.89
000:00:23.300,23.05
000:00:23.325,31.07
000:00:23.350,2.75
000:00:23.375,-15.88
000:00:23.400,-7.63
000:00:23.425,4.89
000:00:23.450,10.38
000:00:23.475,5.57
000:00:23.500,-9.54
000:00:23.525,-12.21
000:00:23.550,7.1
000:00:23.575,15.57
000:00:23.600,10.99
000:00:23.625,14.96
000:00:23.650,12.9
000:00:23.675,-2.06
000:00:23.700,-15.11
000:00:23.725,1.83
000:00:23.750,13.66
000:00:23.775,2.67
000:00:23.800,-27.79
000:00:23.825,-45.88
000:00:23.850,-26.56
000:00:23.875,19.62
000:00:23.900,26.56
000:00:23.925,9.08
000:00:23.950,-0.46
000:00:23.975,-0.84
000:00:24.000,-1.6
000:00:24.025,-3.51
000:00:24.050,2.37
000:00:24.075,-3.89
000:00:24.100,-14.12
000:00:24.125,-7.86
000:00:24.150,0.38
000:00:24.175,3.97
000:00:24.200,15.04
000:00:24.225,20.92
000:00:24.250,16.95
000:00:24.275,13.28
000:00:24.300,7.79
000:00:24.325,3.82
000:00:24.350,4.96
000:00:24.375,11.07
000:00:24.400,4.96
000:00:24.425,-4.43
000:00:24.450,-5.8
000:00:24.475,-2.75
000:00:24.500,-6.64
000:00:24.525,-6.64
000:00:24.550,-4.5
000:00:24.575,5.19
000:00:24.600,0.84
000:00:24.625,-6.72
000:00:24.650,-5.27
000:00:24.675,-1.98
000:00:24.700,3.28
000:00:24.725,0.08
000:00:24.750,-4.43
000:00:24.775,-9.77
000:00:24.800,-27.86
000:00:24.825,-30.31
000:00:24.850,-14.35
000:00:24.875,6.11
000:00:24.900,5.57
000:00:24.925,-12.9
000:00:24.950,-19.92
000:00:24.975,4.58
000:00:25.000,22.37
000:00:25.025,39.92
000:00:25.050,45.04
000:00:25.075,25.5
000:00:25.100,-4.81
000:00:25.125,-11.83
000:00:25.150,0.53
000:00:25.175,17.48
000:00:25.200,22.9
000:00:25.225,8.47
000:00:25.250,-12.9
000:00:25.275,-17.25
000:00:25.300,-7.63
000:00:25.325,15.19
000:00:25.350,31.45
000:00:25.375,36.64
000:00:25.400,19.69
000:00:25.425,1.45
000:00:25.450,-1.6
000:00:25.475,13.89
000:00:25.500,22.44
000:00:25.525,14.89
000:00:25.550,2.37
000:00:25.575,-4.35
000:00:25.600,-10.46
000:00:25.625,-3.13
000:00:25.650,8.32
000:00:25.675,18.4
000:00:25.700,5.8
000:00:25.725,-5.8
000:00:25.750,-2.44
000:00:25.775,-0.53
000:00:25.800,-11.6
000:00:25.825,-1.6
000:00:25.850,6.95
000:00:25.875,10.53
000:00:25.900,6.11
000:00:25.925,-6.49
000:00:25.950,-13.28
000:00:25.975,-2.37
000:00:26.000,8.85
000:00:26.025,18.32
000:00:26.050,14.66
000:00:26.075,14.5
000:00:26.100,-2.29
000:00:26.125,-16.18
000:00:26.150,-12.29
000:00:26.175,12.44
000:00:26.200,20.53
000:00:26.225,7.71
000:00:26.250,1.98
000:00:26.275,37.1
000:00:26.300,0.0
000:00:26.325,0.0
000:00:26.350,0.0
000:00:26.375,20.08
000:00:26.400,7.02
000:00:26.425,-19.69
000:00:26.450,-42.06
000:00:26.475,-22.75
000:00:26.500,1.76
000:00:26.525,5.73
000:00:26.550,-7.4
000:00:26.575,-5.19
000:00:26.600,-12.52
000:00:26.625,-19.39
000:00:26.650,-4.96
000:00:26.675,9.01
000:00:26.700,10.23
000:00:26.725,0.99
000:00:26.750,-20.46
000:00:26.775,-12.67
000:00:26.800,25.27
000:00:26.825,0.0
000:00:26.850,0.0
000:00:26.875,0.0
000:00:26.900,0.0
000:00:26.925,0.0
000:00:26.950,-24.12
000:00:26.975,-17.25
000:00:27.000,25.34
000:00:27.025,0.0
000:00:27.050,0.0
000:00:27.075,0.0
000:00:27.100,-36.95
000:00:27.125,-42.98
000:00:27.150,0.0
000:00:27.175,0.0
000:00:27.200,0.0
000:00:27.225,0.0
000:00:27.250,0.0
000:00:27.275,0.0
000:00:27.300,0.0
000:00:27.325,-37.63
000:00:27.350,0.0
000:00:27.375,0.0
000:00:27.400,0.0
000:00:27.425,-36.72
000:00:27.450,-25.8
000:00:27.475,-24.12
000:00:27.500,-30.92
000:00:27.525,-27.18
000:00:27.550,-23.74
000:00:27.575,-9.16
000:00:27.600,-11.6
000:00:27.625,-34.66
000:00:27.650,0.0
000:00:27.675,0.0
000:00:27.700,0.0
000:00:27.725,0.0
000:00:27.750,0.0
000:00:27.775,0.0
000:00:27.800,-47.1
000:00:27.825,-48.93
000:00:27.850,0.0
000:00:27.875,0.0
000:00:27.900,-32.37
