TIME, 1-REF
000:00:04.275,0.0
000:00:04.300,0.0
000:00:04.325,0.0
000:00:04.350,0.0
000:00:04.375,0.0
000:00:04.400,0.0
000:00:04.425,0.0
000:00:04.450,0.0
000:00:04.475,30.53
000:00:04.500,20.08
000:00:04.525,20.08
000:00:04.550,27.48
000:00:04.575,33.74
000:00:04.600,24.5
000:00:04.625,11.91
000:00:04.650,2.82
000:00:04.675,10.92
000:00:04.700,10.31
000:00:04.725,9.31
000:00:04.750,16.72
000:00:04.775,19.54
000:00:04.800,6.03
000:00:04.825,-1.3
000:00:04.850,-0.23
000:00:04.875,-1.07
000:00:04.900,-10.08
000:00:04.925,3.21
000:00:04.950,16.26
000:00:04.975,-0.84
000:00:05.000,-17.02
000:00:05.025,-3.05
000:00:05.050,9.24
000:00:05.075,-2.6
000:00:05.100,-21.45
000:00:05.125,-27.02
000:00:05.150,-6.64
000:00:05.175,6.26
000:00:05.200,-3.66
000:00:05.225,-17.86
000:00:05.250,-7.94
000:00:05.275,3.74
000:00:05.300,12.14
000:00:05.325,18.24
000:00:05.350,6.03
000:00:05.375,-10.46
000:00:05.400,-7.4
000:00:05.425,0.31
000:00:05.450,10.31
000:00:05.475,-3.74
000:00:05.500,-16.18
000:00:05.525,-6.26
000:00:05.550,1.3
000:00:05.575,-12.67
000:00:05.600,-24.5
000:00:05.625,-15.34
000:00:05.650,2.29
000:00:05.675,12.75
000:00:05.700,6.18
000:00:05.725,-13.51
000:00:05.750,-19.01
000:00:05.775,-16.34
000:00:05.800,-15.65
000:00:05.825,-6.34
000:00:05.850,7.48
000:00:05.875,1.37
000:00:05.900,-0.69
000:00:05.925,12.29
000:00:05.950,24.2
000:00:05.975,10.15
000:00:06.000,-17.18
000:00:06.025,-8.4
000:00:06.050,15.5
000:00:06.075,17.56
000:00:06.100,-8.17
000:00:06.125,-22.29
000:00:06.150,-10.0
000:00:06.175,1.68
000:00:06.200,5.88
000:00:06.225,-6.41
000:00:06.250,-15.65
000:00:06.275,-7.63
000:00:06.300,-5.27
000:00:06.325,5.65
000:00:06.350,2.44
000:00:06.375,-5.57
000:00:06.400,-12.14
000:00:06.425,-9.47
000:00:06.450,-12.6
000:00:06.475,-4.12
000:00:06.500,-5.27
000:00:06.525,-10.92
000:00:06.550,-6.49
000:00:06.575,-0.46
000:00:06.600,-3.13
000:00:06.625,0.31
000:00:06.650,1.68
000:00:06.675,-14.12
000:00:06.700,-46.64
000:00:06.725,0.0
000:00:06.750,0.0
000:00:06.775,-29.39
000:00:06.800,-43.89
000:00:06.825,-36.34
000:00:06.850,-19.77
000:00:06.875,-12.06
000:00:06.900,-15.57
000:00:06.925,-25.65
000:00:06.950,-26.56
000:00:06.975,-15.65
000:00:07.000,-3.36
000:00:07.025,-0.08
000:00:07.050,-11.6
000:00:07.075,-9.69
000:00:07.100,-6.18
000:00:07.125,-3.36
000:00:07.150,-4.73
000:00:07.175,4.89
000:00:07.200,0.08
000:00:07.225,-7.94
000:00:07.250,-2.52
000:00:07.275,17.63
000:00:07.300,25.11
000:00:07.325,16.64
000:00:07.350,7.56
000:00:07.375,20.69
000:00:07.400,22.44
000:00:07.425,17.94
000:00:07.450,3.44
000:00:07.475,4.35
000:00:07.500,8.24
000:00:07.525,-0.15
000:00:07.550,-8.63
000:00:07.575,-6.87
000:00:07.600,0.15
000:00:07.625,7.94
000:00:07.650,3.97
000:00:07.675,23.21
000:00:07.700,0.0
000:00:07.725,0.0
000:00:07.750,0.0
000:00:07.775,0.0
000:00:07.800,0.0
000:00:07.825,0.0
000:00:07.850,9.69
000:00:07.875,16.03
000:00:07.900,35.11
000:00:07.925,28.55
000:00:07.950,-1.37
000:00:07.975,-5.34
000:00:08.000,19.08
000:00:08.025,25.57
000:00:08.050,15.8
000:00:08.075,6.87
000:00:08.100,3.05
000:00:08.125,-3.51
000:00:08.150,-4.89
000:00:08.175,-0.31
000:00:08.200,10.23
000:00:08.225,4.35
000:00:08.250,-5.04
000:00:08.275,-7.33
000:00:08.300,0.69
000:00:08.325,1.15
000:00:08.350,-3.51
000:00:08.375,0.08
000:00:08.400,3.97
000:00:08.425,5.65
000:00:08.450,1.53
000:00:08.475,-6.56
000:00:08.500,1.45
000:00:08.525,-2.98
000:00:08.550,-15.11
000:00:08.575,-15.11
000:00:08.600,0.15
000:00:08.625,4.5
000:00:08.650,-13.13
000:00:08.675,-18.93
000:00:08.700,-4.43
000:00:08.725,-1.45
000:00:08.750,-16.95
000:00:08.775,-12.29
000:00:08.800,-2.82
000:00:08.825,-14.96
000:00:08.850,-23.51
000:00:08.875,-12.37
000:00:08.900,8.47
000:00:08.925,11.76
000:00:08.950,-6.87
000:00:08.975,-17.71
000:00:09.000,-7.48
000:00:09.025,1.76
000:00:09.050,3.74
000:00:09.075,-1.53
000:00:09.100,-15.27
000:00:09.125,-16.41
000:00:09.150,-14.05
000:00:09.175,-16.26
000:00:09.200,-5.73
000:00:09.225,-9.92
000:00:09.250,-7.71
000:00:09.275,9.54
000:00:09.300,24.89
000:00:09.325,18.17
000:00:09.350,-5.11
000:00:09.375,-23.44
000:00:09.400,-3.59
000:00:09.425,9.31
000:00:09.450,-8.78
000:00:09.475,-26.87
000:00:09.500,-7.56
000:00:09.525,17.4
000:00:09.550,7.79
000:00:09.575,-12.67
000:00:09.600,-9.31
000:00:09.625,-3.44
000:00:09.650,-1.15
000:00:09.675,-11.3
000:00:09.700,-14.05
000:00:09.725,-11.98
000:00:09.750,-6.11
000:00:09.775,1.91
000:00:09.800,-0.61
000:00:09.825,-13.44
000:00:09.850,-15.11
000:00:09.875,-4.89
000:00:09.900,9.39
000:00:09.925,5.8
000:00:09.950,-19.16
000:00:09.975,-23.97
000:00:10.000,-2.29
000:00:10.025,12.67
000:00:10.050,6.87
000:00:10.075,-6.34
000:00:10.100,-17.18
000:00:10.125,-9.16
000:00:10.150,-0.38
000:00:10.175,-15.8
000:00:10.200,-30.99
000:00:10.225,-24.96
000:00:10.250,-13.21
000:00:10.275,-15.65
000:00:10.300,-17.94
000:00:10.325,-7.18
000:00:10.350,5.5
000:00:10.375,-1.37
000:00:10.400,-20.08
000:00:10.425,-28.09
000:00:10.450,-32.6
000:00:10.475,-18.32
000:00:10.500,-6.11
000:00:10.525,-10.0
000:00:10.550,-11.83
000:00:10.575,-4.81
000:00:10.600,1.53
000:00:10.625,13.74
000:00:10.650,11.98
000:00:10.675,8.4
000:00:10.700,15.88
000:00:10.725,28.7
000:00:10.750,23.05
000:00:10.775,13.66
000:00:10.800,5.73
000:00:10.825,17.1
000:00:10.850,12.44
000:00:10.875,-4.89
000:00:10.900,0.23
000:00:10.925,15.95
000:00:10.950,8.4
000:00:10.975,-18.93
000:00:11.000,-23.97
000:00:11.025,-5.57
000:00:11.050,-1.15
000:00:11.075,-0.92
000:00:11.100,-7.18
000:00:11.125,-6.11
000:00:11.150,2.82
000:00:11.175,2.29
000:00:11.200,-7.79
000:00:11.225,-4.27
000:00:11.250,-5.34
000:00:11.275,-5.5
000:00:11.300,-2.21
000:00:11.325,11.07
000:00:11.350,7.86
000:00:11.375,-9.31
000:00:11.400,-9.01
000:00:11.425,4.66
000:00:11.450,4.81
000:00:11.475,-6.18
000:00:11.500,-14.12
000:00:11.525,-10.99
000:00:11.550,-10.99
000:00:11.575,-5.73
000:00:11.600,7.63
000:00:11.625,17.94
000:00:11.650,20.99
000:00:11.675,-1.07
000:00:11.700,-16.03
000:00:11.725,-1.45
000:00:11.750,24.35
000:00:11.775,12.52
000:00:11.800,-14.5
000:00:11.825,-12.06
000:00:11.850,15.34
000:00:11.875,13.82
000:00:11.900,2.29
000:00:11.925,-7.48
000:00:11.950,0.84
000:00:11.975,-0.69
000:00:12.000,5.19
000:00:12.025,5.5
000:00:12.050,-5.57
000:00:12.075,-16.64
000:00:12.100,-14.96
000:00:12.125,9.16
000:00:12.150,11.76
000:00:12.175,-10.15
000:00:12.200,-11.3
000:00:12.225,0.31
000:00:12.250,47.71
000:00:12.275,0.0
000:00:12.300,0.0
000:00:12.325,0.0
000:00:12.350,0.0
000:00:12.375,0.0
000:00:12.400,0.0
000:00:12.425,0.53
000:00:12.450,-8.7
000:00:12.475,-16.72
000:00:12.500,-39.31
000:00:12.525,0.0
000:00:12.550,0.0
000:00:12.575,-16.95
000:00:12.600,-20.69
000:00:12.625,-40.08
000:00:12.650,-46.41
000:00:12.675,-37.4
000:00:12.700,-30.0
000:00:12.725,-25.88
000:00:12.750,-29.24
000:00:12.775,-27.25
000:00:12.800,-27.25
000:00:12.825,-37.02
000:00:12.850,-33.13
000:00:12.875,-37.25
000:00:12.900,-31.07
000:00:12.925,-18.78
000:00:12.950,-22.21
000:00:12.975,-23.28
000:00:13.000,-8.63
000:00:13.025,-13.59
000:00:13.050,-11.37
000:00:13.075,-9.62
000:00:13.100,-14.2
000:00:13.125,-15.11
000:00:13.150,3.36
000:00:13.175,19.01
000:00:13.200,-3.28
000:00:13.225,-11.98
000:00:13.250,7.4
000:00:13.275,24.05
000:00:13.300,18.63
000:00:13.325,-4.35
000:00:13.350,-10.76
000:00:13.375,-1.45
000:00:13.400,-1.76
000:00:13.425,1.6
000:00:13.450,0.99
000:00:13.475,-5.04
000:00:13.500,-17.48
000:00:13.525,-8.78
000:00:13.550,5.95
000:00:13.575,13.59
000:00:13.600,-1.45
000:00:13.625,-17.48
000:00:13.650,-6.72
000:00:13.675,0.92
000:00:13.700,-4.27
000:00:13.725,-0.15
000:00:13.750,13.97
000:00:13.775,22.21
000:00:13.800,5.11
000:00:13.825,-1.98
000:00:13.850,4.27
000:00:13.875,1.07
000:00:13.900,-13.13
000:00:13.925,-4.35
000:00:13.950,8.09
000:00:13.975,19.47
000:00:14.000,4.43
000:00:14.025,-8.17
000:00:14.050,0.15
000:00:14.075,2.44
000:00:14.100,-1.37
000:00:14.125,-7.4
000:00:14.150,-6.72
000:00:14.175,-9.47
000:00:14.200,-3.05
000:00:14.225,-2.29
000:00:14.250,-2.6
000:00:14.275,4.73
000:00:14.300,2.98
000:00:14.325,-7.63
000:00:14.350,-4.5
000:00:14.375,17.33
000:00:14.400,12.98
000:00:14.425,-6.72
000:00:14.450,-8.32
000:00:14.475,7.63
000:00:14.500,17.18
000:00:14.525,12.82
000:00:14.550,-0.15
000:00:14.575,-1.3
000:00:14.600,-2.9
000:00:14.625,-12.37
000:00:14.650,-5.88
000:00:14.675,-1.3
000:00:14.700,-3.13
000:00:14.725,-1.37
000:00:14.750,0.92
000:00:14.775,4.27
000:00:14.800,9.01
000:00:14.825,3.28
000:00:14.850,-1.07
000:00:14.875,13.66
000:00:14.900,14.12
000:00:14.925,2.52
000:00:14.950,-9.31
000:00:14.975,5.04
000:00:15.000,32.75
000:00:15.025,16.26
000:00:15.050,-13.66
000:00:15.075,-5.73
000:00:15.100,15.11
000:00:15.125,5.27
000:00:15.150,-16.87
000:00:15.175,-17.48
000:00:15.200,17.18
000:00:15.225,22.9
000:00:15.250,3.51
000:00:15.275,-11.98
000:00:15.300,-0.15
000:00:15.325,-12.06
000:00:15.350,-15.5
000:00:15.375,-7.48
000:00:15.400,-4.05
000:00:15.425,-19.69
000:00:15.450,-16.18
000:00:15.475,7.48
000:00:15.500,27.33
000:00:15.525,10.99
000:00:15.550,-12.67
000:00:15.575,-12.21
000:00:15.600,5.73
000:00:15.625,-5.73
000:00:15.650,-2.29
000:00:15.675,17.71
000:00:15.700,22.06
000:00:15.725,3.97
000:00:15.750,-0.61
000:00:15.775,13.51
000:00:15.800,20.08
000:00:15.825,6.95
000:00:15.850,-1.83
000:00:15.875,-1.53
000:00:15.900,10.46
000:00:15.925,9.31
000:00:15.950,-0.99
000:00:15.975,-18.32
000:00:16.000,-16.95
000:00:16.025,4.81
000:00:16.050,18.7
000:00:16.075,4.81
000:00:16.100,-4.12
000:00:16.125,-16.41
000:00:16.150,-11.07
000:00:16.175,-11.15
000:00:16.200,-2.75
000:00:16.225,11.15
000:00:16.250,15.57
000:00:16.275,-4.5
000:00:16.300,9.24
000:00:16.325,11.07
000:00:16.350,-2.98
000:00:16.375,-14.35
000:00:16.400,5.88
000:00:16.425,25.73
000:00:16.450,10.92
000:00:16.475,-21.22
000:00:16.500,-16.18
000:00:16.525,-1.76
000:00:16.550,-6.18
000:00:16.575,-6.26
000:00:16.600,1.53
000:00:16.625,7.4
000:00:16.650,-10.76
000:00:16.675,-24.27
000:00:16.700,-1.45
000:00:16.725,6.11
000:00:16.750,-23.13
000:00:16.775,-40.31
000:00:16.800,-9.01
000:00:16.825,9.77
000:00:16.850,5.04
000:00:16.875,-3.89
000:00:16.900,-9.39
000:00:16.925,-9.77
000:00:16.950,-3.44
000:00:16.975,-8.63
000:00:17.000,-16.95
000:00:17.025,-1.83
000:00:17.050,0.08
000:00:17.075,-0.76
000:00:17.100,0.0
000:00:17.125,-4.89
000:00:17.150,-2.75
000:00:17.175,-5.04
000:00:17.200,4.12
000:00:17.225,17.4
000:00:17.250,9.47
000:00:17.275,-7.86
000:00:17.300,2.21
000:00:17.325,12.67
000:00:17.350,14.58
000:00:17.375,7.25
000:00:17.400,2.6
000:00:17.425,0.38
000:00:17.450,-11.76
000:00:17.475,-3.36
000:00:17.500,12.44
000:00:17.525,14.05
000:00:17.550,0.08
000:00:17.575,2.14
000:00:17.600,8.78
000:00:17.625,7.48
000:00:17.650,6.87
000:00:17.675,0.92
000:00:17.700,-10.61
000:00:17.725,-9.31
000:00:17.750,-2.21
000:00:17.775,3.97
000:00:17.800,-0.99
000:00:17.825,0.99
000:00:17.850,7.94
000:00:17.875,5.57
000:00:17.900,1.98
000:00:17.925,5.34
000:00:17.950,8.55
000:00:17.975,6.41
000:00:18.000,-3.59
000:00:18.025,1.45
000:00:18.050,7.63
000:00:18.075,7.33
000:00:18.100,3.13
000:00:18.125,2.9
000:00:18.150,3.13
000:00:18.175,1.15
000:00:18.200,-4.27
000:00:18.225,3.05
000:00:18.250,16.18
000:00:18.275,7.33
000:00:18.300,-2.9
000:00:18.325,-1.3
000:00:18.350,6.49
000:00:18.375,7.02
000:00:18.400,-7.25
000:00:18.425,0.15
000:00:18.450,14.5
000:00:18.475,-0.38
000:00:18.500,-14.73
000:00:18.525,0.38
000:00:18.550,9.31
000:00:18.575,-4.27
000:00:18.600,-14.5
000:00:18.625,-8.7
000:00:18.650,9.01
000:00:18.675,4.73
000:00:18.700,-8.4
000:00:18.725,-8.55
000:00:18.750,-5.73
000:00:18.775,-2.9
000:00:18.800,1.91
000:00:18.825,4.5
000:00:18.850,3.51
000:00:18.875,-3.59
000:00:18.900,0.31
000:00:18.925,3.97
000:00:18.950,3.13
000:00:18.975,-0.84
000:00:19.000,-0.46
000:00:19.025,3.05
000:00:19.050,4.27
000:00:19.075,1.68
000:00:19.100,-2.52
000:00:19.125,-6.56
000:00:19.150,-2.6
000:00:19.175,10.38
000:00:19.200,18.09
000:00:19.225,3.97
000:00:19.250,-5.04
000:00:19.275,4.58
000:00:19.300,12.9
000:00:19.325,10.38
000:00:19.350,7.63
000:00:19.375,1.22
000:00:19.400,1.07
000:00:19.425,-4.05
000:00:19.450,4.5
000:00:19.475,13.66
000:00:19.500,8.47
000:00:19.525,0.76
000:00:19.550,9.85
000:00:19.575,19.01
000:00:19.600,4.35
000:00:19.625,-12.6
000:00:19.650,-2.06
000:00:19.675,16.11
000:00:19.700,12.82
000:00:19.725,-2.6
000:00:19.750,-8.02
000:00:19.775,-1.98
000:00:19.800,-2.37
000:00:19.825,-8.32
000:00:19.850,-7.25
000:00:19.875,-10.08
000:00:19.900,-19.01
000:00:19.925,-12.44
000:00:19.950,0.61
000:00:19.975,-10.53
000:00:20.000,-28.32
000:00:20.025,-17.18
000:00:20.050,13.89
000:00:20.075,8.24
000:00:20.100,-16.18
000:00:20.125,-14.89
000:00:20.150,-3.82
000:00:20.175,-16.95
000:00:20.200,-36.56
000:00:20.225,-42.6
000:00:20.250,-13.44
000:00:20.275,8.47
000:00:20.300,0.76
000:00:20.325,-9.31
000:00:20.350,-2.14
000:00:20.375,0.69
000:00:20.400,1.91
000:00:20.425,13.36
000:00:20.450,17.56
000:00:20.475,-1.22
000:00:20.500,-21.3
000:00:20.525,-3.82
000:00:20.550,21.68
000:00:20.575,19.92
000:00:20.600,1.15
000:00:20.625,-3.13
000:00:20.650,7.56
000:00:20.675,18.4
000:00:20.700,11.45
000:00:20.725,6.56
000:00:20.750,3.44
000:00:20.775,2.37
000:00:20.800,-1.37
000:00:20.825,-6.41
000:00:20.850,-1.37
000:00:20.875,11.76
000:00:20.900,11.37
000:00:20.925,2.44
000:00:20.950,8.09
000:00:20.975,11.3
000:00:21.000,-6.41
000:00:21.025,-2.98
000:00:21.050,-0.23
000:00:21.075,7.25
000:00:21.100,6.87
000:00:21.125,9.39
000:00:21.150,7.02
000:00:21.175,5.5
000:00:21.200,-9.62
000:00:21.225,-10.61
000:00:21.250,-1.98
000:00:21.275,6.72
000:00:21.300,-0.61
000:00:21.325,-7.94
000:00:21.350,1.76
000:00:21.375,4.2
000:00:21.400,-6.11
000:00:21.425,-12.14
000:00:21.450,-20.92
000:00:21.475,-1.6
000:00:21.500,19.77
000:00:21.525,17.79
000:00:21.550,-2.52
000:00:21.575,-3.97
000:00:21.600,-6.03
000:00:21.625,-5.73
000:00:21.650,0.61
000:00:21.675,12.29
000:00:21.700,11.37
000:00:21.725,-1.45
000:00:21.750,-6.03
000:00:21.775,16.34
000:00:21.800,18.85
000:00:21.825,-1.53
000:00:21.850,-8.85
000:00:21.875,8.7
000:00:21.900,12.67
000:00:21.925,-5.88
000:00:21.950,-15.42
000:00:21.975,-5.88
000:00:22.000,10.53
000:00:22.025,0.46
000:00:22.050,-1.68
000:00:22.075,10.15
000:00:22.100,2.75
000:00:22.125,-6.95
000:00:22.150,-1.22
000:00:22.175,13.36
000:00:22.200,3.36
000:00:22.225,-5.73
000:00:22.250,0.0
000:00:22.275,15.27
000:00:22.300,11.76
000:00:22.325,7.02
000:00:22.350,3.05
000:00:22.375,7.1
000:00:22.400,7.25
000:00:22.425,10.31
000:00:22.450,-5.04
000:00:22.475,-7.18
000:00:22.500,6.64
000:00:22.525,6.72
000:00:22.550,-4.81
000:00:22.575,-12.06
000:00:22.600,-12.82
000:00:22.625,4.12
000:00:22.650,13.28
000:00:22.675,0.46
000:00:22.700,-8.17
000:00:22.725,5.42
000:00:22.750,17.94
000:00:22.775,4.27
000:00:22.800,-4.73
000:00:22.825,2.52
000:00:22.850,10.53
000:00:22.875,8.17
000:00:22.900,4.2
000:00:22.925,-8.17
000:00:22.950,-7.94
000:00:22.975,-2.44
000:00:23.000,-3.82
000:00:23.025,-8.47
000:00:23.050,-16.56
000:00:23.075,-14.12
000:00:23.100,-2.75
000:00:23.125,-4.58
000:00:23.150,-15.42
000:00:23.175,-3.89
000:00:23.200,7.02
000:00:23.225,-1.3
000:00:23.250,-8.02
000:00:23.275,-3.97
000:00:23.300,12.06
000:00:23.325,10.0
000:00:23.350,-17.1
000:00:23.375,-23.13
000:00:23.400,-3.13
000:00:23.425,2.6
000:00:23.450,-14.35
000:00:23.475,-11.53
000:00:23.500,7.33
000:00:23.525,14.81
000:00:23.550,8.09
000:00:23.575,6.11
000:00:23.600,5.65
000:00:23.625,2.44
000:00:23.650,1.83
000:00:23.675,8.4
000:00:23.700,7.18
000:00:23.725,-3.66
000:00:23.750,-1.37
000:00:23.775,33.89
000:00:23.800,0.0
000:00:23.825,0.0
000:00:23.850,0.0
000:00:23.875,0.0
000:00:23.900,0.0
000:00:23.925,25.27
000:00:23.950,3.44
000:00:23.975,-16.64
000:00:24.000,-26.34
000:00:24.025,-27.94
000:00:24.050,-45.27
000:00:24.075,0.0
000:00:24.100,0.0
000:00:24.125,-26.79
000:00:24.150,-39.39
000:00:24.175,-45.42
000:00:24.200,-27.1
000:00:24.225,-18.32
000:00:24.250,-22.75
000:00:24.275,-27.56
000:00:24.300,-44.5
000:00:24.325,-48.63
000:00:24.350,-31.68
000:00:24.375,-20.84
000:00:24.400,-28.4
000:00:24.425,-30.31
000:00:24.450,-22.9
000:00:24.475,-16.18
000:00:24.500,-14.73
000:00:24.525,-9.16
000:00:24.550,-14.43
000:00:24.575,-24.89
000:00:24.600,-14.81
000:00:24.625,2.14
000:00:24.650,-5.11
000:00:24.675,-20.0
000:00:24.700,-20.53
000:00:24.725,5.19
000:00:24.750,8.7
000:00:24.775,0.0
000:00:24.800,-2.44
000:00:24.825,0.31
000:00:24.850,-2.6
000:00:24.875,-18.17
000:00:24.900,-28.47
000:00:24.925,-5.11
000:00:24.950,14.96
000:00:24.975,14.27
000:00:25.000,-0.38
000:00:25.025,-5.95
000:00:25.050,0.0
000:00:25.075,6.87
000:00:25.100,-3.82
000:00:25.125,6.11
000:00:25.150,3.05
000:00:25.175,-6.87
000:00:25.200,-2.44
000:00:25.225,18.7
000:00:25.250,15.19
000:00:25.275,-2.29
000:00:25.300,-1.76
000:00:25.325,11.45
000:00:25.350,12.06
000:00:25.375,-5.65
000:00:25.400,-10.92
000:00:25.425,-0.23
000:00:25.450,-4.35
000:00:25.475,-10.23
000:00:25.500,-7.33
000:00:25.525,9.77
000:00:25.550,16.41
000:00:25.575,7.1
000:00:25.600,-0.76
000:00:25.625,-0.92
000:00:25.650,8.17
000:00:25.675,5.57
000:00:25.700,-0.31
000:00:25.725,-6.41
000:00:25.750,1.68
000:00:25.775,8.32
000:00:25.800,2.29
000:00:25.825,3.36
000:00:25.850,-7.4
000:00:25.875,-8.55
000:00:25.900,0.38
000:00:25.925,7.1
000:00:25.950,5.57
000:00:25.975,-5.73
000:00:26.000,-11.76
000:00:26.025,-0.53
000:00:26.050,9.54
000:00:26.075,-3.97
000:00:26.100,-13.51
000:00:26.125,-8.09
000:00:26.150,7.18
000:00:26.175,9.85
000:00:26.200,-4.43
000:00:26.225,-12.6
000:00:26.250,9.62
000:00:26.275,15.27
000:00:26.300,-0.99
000:00:26.325,-7.1
000:00:26.350,-2.82
000:00:26.375,-0.76
000:00:26.400,-3.51
000:00:26.425,-15.95
000:00:26.450,-13.36
000:00:26.475,-2.29
000:00:26.500,5.95
000:00:26.525,10.23
000:00:26.550,15.11
000:00:26.575,8.63
000:00:26.600,0.84
000:00:26.625,-0.84
000:00:26.650,12.29
000:00:26.675,19.24
000:00:26.700,5.88
000:00:26.725,-13.36
000:00:26.750,-0.69
000:00:26.775,9.77
000:00:26.800,3.66
000:00:26.825,-1.07
000:00:26.850,7.4
000:00:26.875,10.31
000:00:26.900,3.59
000:00:26.925,-2.44
000:00:26.950,16.41
000:00:26.975,27.48
000:00:27.000,8.63
000:00:27.025,-14.89
000:00:27.050,-3.89
000:00:27.075,12.98
000:00:27.100,14.05
000:00:27.125,1.83
000:00:27.150,9.47
000:00:27.175,12.14
000:00:27.200,-5.04
000:00:27.225,-7.1
000:00:27.250,7.48
000:00:27.275,3.13
000:00:27.300,-6.64
000:00:27.325,-8.78
000:00:27.350,12.44
000:00:27.375,25.88
000:00:27.400,-0.76
000:00:27.425,-12.14
000:00:27.450,11.91
000:00:27.475,-8.85
000:00:27.500,0.0
000:00:27.525,0.0
000:00:27.550,0.0
000:00:27.575,0.0
000:00:27.600,0.0
000:00:27.625,0.0
000:00:27.650,0.0
000:00:27.675,-42.37
000:00:27.700,-38.24
000:00:27.725,-26.72
000:00:27.750,-23.05
000:00:27.775,-20.53
000:00:27.800,-23.82
000:00:27.825,-23.36
000:00:27.850,-7.63
000:00:27.875,-4.12
000:00:27.900,2.52
000:00:27.925,2.14
