TIME, 1-REF
000:00:04.300,8.7
000:00:04.325,1.91
000:00:04.350,-4.5
000:00:04.375,8.47
000:00:04.400,35.11
000:00:04.425,40.76
000:00:04.450,27.79
000:00:04.475,9.54
000:00:04.500,17.94
000:00:04.525,22.9
000:00:04.550,12.98
000:00:04.575,-0.15
000:00:04.600,4.89
000:00:04.625,2.29
000:00:04.650,-11.83
000:00:04.675,-20.69
000:00:04.700,-22.29
000:00:04.725,-13.82
000:00:04.750,-20.0
000:00:04.775,-43.51
000:00:04.800,0.0
000:00:04.825,0.0
000:00:04.850,-49.01
000:00:04.875,0.0
000:00:04.900,0.0
000:00:04.925,0.0
000:00:04.950,-40.46
000:00:04.975,0.0
000:00:05.000,0.0
000:00:05.025,0.0
000:00:05.050,-41.6
000:00:05.075,0.0
000:00:05.100,0.0
000:00:05.125,0.0
000:00:05.150,-37.71
000:00:05.175,-23.89
000:00:05.200,-3.74
000:00:05.225,1.15
000:00:05.250,-11.6
000:00:05.275,-21.91
000:00:05.300,-24.81
000:00:05.325,-13.82
000:00:05.350,-0.31
000:00:05.375,20.08
000:00:05.400,0.0
000:00:05.425,0.0
000:00:05.450,0.0
000:00:05.475,0.0
000:00:05.500,-47.18
000:00:05.525,-27.33
000:00:05.550,-17.56
000:00:05.575,-39.08
000:00:05.600,-44.5
000:00:05.625,-45.5
000:00:05.650,-43.51
000:00:05.675,-33.44
000:00:05.700,-28.93
000:00:05.725,-23.05
000:00:05.750,-35.11
000:00:05.775,0.0
000:00:05.800,0.0
000:00:05.825,0.0
000:00:05.850,-2.67
000:00:05.875,-12.37
000:00:05.900,-28.24
000:00:05.925,-23.89
000:00:05.950,-2.29
000:00:05.975,5.65
000:00:06.000,3.36
000:00:06.025,1.98
000:00:06.050,-2.9
000:00:06.075,-3.74
000:00:06.100,6.34
000:00:06.125,22.06
000:00:06.150,25.04
000:00:06.175,12.29
000:00:06.200,41.91
000:00:06.225,0.0
000:00:06.250,0.0
000:00:06.275,0.0
000:00:06.300,35.11
000:00:06.325,35.5
000:00:06.350,28.63
000:00:06.375,16.64
000:00:06.400,21.37
000:00:06.425,30.31
000:00:06.450,31.22
000:00:06.475,32.06
000:00:06.500,30.23
000:00:06.525,28.17
000:00:06.550,30.15
000:00:06.575,21.15
000:00:06.600,12.14
000:00:06.625,26.11
000:00:06.650,32.6
000:00:06.675,25.27
000:00:06.700,13.59
000:00:06.725,11.68
000:00:06.750,31.15
000:00:06.775,29.47
000:00:06.800,23.51
000:00:06.825,33.74
000:00:06.850,38.17
000:00:06.875,35.11
000:00:06.900,26.49
000:00:06.925,20.92
000:00:06.950,38.09
000:00:06.975,38.55
000:00:07.000,28.55
000:00:07.025,13.13
000:00:07.050,24.66
000:00:07.075,26.49
000:00:07.100,17.48
000:00:07.125,13.89
000:00:07.150,34.89
000:00:07.175,42.21
000:00:07.200,10.15
000:00:07.225,-12.29
000:00:07.250,2.37
000:00:07.275,6.64
000:00:07.300,6.49
000:00:07.325,4.58
000:00:07.350,4.66
000:00:07.375,2.14
000:00:07.400,-8.93
000:00:07.425,-15.42
000:00:07.450,-4.73
000:00:07.475,4.35
000:00:07.500,-7.02
000:00:07.525,-22.9
000:00:07.550,-13.82
000:00:07.575,-13.28
000:00:07.600,-27.63
000:00:07.625,-36.87
000:00:07.650,-27.02
000:00:07.675,-16.56
000:00:07.700,-24.66
000:00:07.725,-45.65
000:00:07.750,-35.5
000:00:07.775,-18.09
000:00:07.800,-24.96
000:00:07.825,-38.32
000:00:07.850,-34.05
000:00:07.875,-31.91
000:00:07.900,-30.69
000:00:07.925,-37.94
000:00:07.950,-23.82
000:00:07.975,-15.27
000:00:08.000,-17.4
000:00:08.025,-10.69
000:00:08.050,-7.48
000:00:08.075,-5.88
000:00:08.100,1.83
000:00:08.125,-4.27
000:00:08.150,-2.21
000:00:08.175,-1.91
000:00:08.200,-5.57
000:00:08.225,-5.95
000:00:08.250,1.3
000:00:08.275,0.23
000:00:08.300,-6.11
000:00:08.325,-12.21
000:00:08.350,0.99
000:00:08.375,15.19
000:00:08.400,2.9
000:00:08.425,-14.66
000:00:08.450,-5.95
000:00:08.475,11.3
000:00:08.500,13.66
000:00:08.525,4.66
000:00:08.550,0.61
000:00:08.575,13.97
000:00:08.600,33.21
000:00:08.625,30.0
000:00:08.650,12.52
000:00:08.675,10.15
000:00:08.700,20.69
000:00:08.725,18.47
000:00:08.750,16.64
000:00:08.775,17.4
000:00:08.800,16.41
000:00:08.825,9.39
000:00:08.850,9.24
000:00:08.875,26.18
000:00:08.900,32.37
000:00:08.925,22.82
000:00:08.950,22.44
000:00:08.975,26.64
000:00:09.000,18.63
000:00:09.025,10.23
000:00:09.050,12.37
000:00:09.075,10.99
000:00:09.100,-1.45
000:00:09.125,-15.11
000:00:09.150,-20.15
000:00:09.175,-13.44
000:00:09.200,-7.86
000:00:09.225,-8.24
000:00:09.250,-21.83
000:00:09.275,-24.66
000:00:09.300,-12.52
000:00:09.325,-1.22
000:00:09.350,-6.49
000:00:09.375,-18.02
000:00:09.400,-14.96
000:00:09.425,-14.96
000:00:09.450,-23.44
000:00:09.475,-2.44
000:00:09.500,16.03
000:00:09.525,20.46
000:00:09.550,8.17
000:00:09.575,2.21
000:00:09.600,4.05
000:00:09.625,-4.58
000:00:09.650,-15.57
000:00:09.675,-7.4
000:00:09.700,5.73
000:00:09.725,-14.27
000:00:09.750,-36.56
000:00:09.775,-48.32
000:00:09.800,-33.66
000:00:09.825,-33.59
000:00:09.850,-37.1
000:00:09.875,-15.73
000:00:09.900,6.26
000:00:09.925,-6.34
000:00:09.950,14.27
000:00:09.975,0.0
000:00:10.000,0.0
000:00:10.025,0.0
000:00:10.050,0.0
000:00:10.075,0.0
000:00:10.100,22.52
000:00:10.125,11.22
000:00:10.150,6.41
000:00:10.175,15.42
000:00:10.200,28.7
000:00:10.225,12.52
000:00:10.250,-1.22
000:00:10.275,0.46
000:00:10.300,2.98
000:00:10.325,9.08
000:00:10.350,9.24
000:00:10.375,-5.88
000:00:10.400,2.44
000:00:10.425,5.73
000:00:10.450,0.38
000:00:10.475,4.96
000:00:10.500,12.98
000:00:10.525,4.2
000:00:10.550,-10.84
000:00:10.575,-6.26
000:00:10.600,17.25
000:00:10.625,1.3
000:00:10.650,-18.09
000:00:10.675,-10.0
000:00:10.700,1.3
000:00:10.725,-2.06
000:00:10.750,-1.45
000:00:10.775,0.46
000:00:10.800,-5.42
000:00:10.825,-12.14
000:00:10.850,-16.72
000:00:10.875,-13.74
000:00:10.900,-5.95
000:00:10.925,-12.44
000:00:10.950,-21.07
000:00:10.975,-23.21
000:00:11.000,-17.63
000:00:11.025,-10.46
000:00:11.050,-19.54
000:00:11.075,-20.08
000:00:11.100,-4.66
000:00:11.125,-30.76
000:00:11.150,0.0
000:00:11.175,0.0
000:00:11.200,14.96
000:00:11.225,-3.28
000:00:11.250,-39.31
000:00:11.275,0.0
000:00:11.300,0.0
000:00:11.325,-9.54
000:00:11.350,-2.29
000:00:11.375,0.76
000:00:11.400,-4.27
000:00:11.425,-21.6
000:00:11.450,-27.1
000:00:11.475,-2.9
000:00:11.500,29.54
000:00:11.525,15.8
000:00:11.550,2.06
000:00:11.575,-8.78
000:00:11.600,-8.7
000:00:11.625,4.12
000:00:11.650,18.7
000:00:11.675,28.17
000:00:11.700,10.69
000:00:11.725,-0.23
000:00:11.750,5.5
000:00:11.775,4.27
000:00:11.800,-2.9
000:00:11.825,-0.76
000:00:11.850,-7.79
000:00:11.875,-12.67
000:00:11.900,6.03
000:00:11.925,13.74
000:00:11.950,3.59
000:00:11.975,-3.21
000:00:12.000,3.51
000:00:12.025,16.87
000:00:12.050,17.18
000:00:12.075,3.89
000:00:12.100,-1.15
000:00:12.125,4.5
000:00:12.150,10.0
000:00:12.175,13.21
000:00:12.200,6.56
000:00:12.225,8.55
000:00:12.250,-2.44
000:00:12.275,-4.2
000:00:12.300,4.5
000:00:12.325,10.53
000:00:12.350,2.67
000:00:12.375,-17.63
000:00:12.400,-12.52
000:00:12.425,-0.31
000:00:12.450,-3.97
000:00:12.475,-11.98
000:00:12.500,-14.5
000:00:12.525,-3.74
000:00:12.550,-3.13
000:00:12.575,-4.96
000:00:12.600,22.67
000:00:12.625,0.0
000:00:12.650,0.0
000:00:12.675,0.0
000:00:12.700,0.0
000:00:12.725,0.0
000:00:12.750,17.1
000:00:12.775,-23.82
000:00:12.800,0.0
000:00:12.825,0.0
000:00:12.850,0.0
000:00:12.875,0.0
000:00:12.900,0.0
000:00:12.925,0.0
000:00:12.950,0.0
000:00:12.975,0.0
000:00:13.000,0.0
000:00:13.025,0.0
000:00:13.050,-38.7
000:00:13.075,0.0
000:00:13.100,0.0
000:00:13.125,0.0
000:00:13.150,-6.64
000:00:13.175,-23.36
000:00:13.200,-42.29
000:00:13.225,-40.99
000:00:13.250,-18.55
000:00:13.275,-8.09
000:00:13.300,-6.72
000:00:13.325,-13.28
000:00:13.350,-15.34
000:00:13.375,-16.56
000:00:13.400,2.98
000:00:13.425,18.47
000:00:13.450,20.0
000:00:13.475,-6.18
000:00:13.500,-24.89
000:00:13.525,-23.74
000:00:13.550,-11.83
000:00:13.575,-10.46
000:00:13.600,-7.02
000:00:13.625,-10.31
000:00:13.650,-13.21
000:00:13.675,-19.24
000:00:13.700,-23.51
000:00:13.725,-23.28
000:00:13.750,-16.49
000:00:13.775,-19.39
000:00:13.800,-33.05
000:00:13.825,-38.78
000:00:13.850,-22.82
000:00:13.875,-15.11
000:00:13.900,-15.42
000:00:13.925,-17.18
000:00:13.950,-7.18
000:00:13.975,-7.86
000:00:14.000,-22.6
000:00:14.025,-32.9
000:00:14.050,-20.31
000:00:14.075,0.99
000:00:14.100,12.14
000:00:14.125,3.51
000:00:14.150,9.92
000:00:14.175,2.82
000:00:14.200,-14.35
000:00:14.225,-20.38
000:00:14.250,9.39
000:00:14.275,37.33
000:00:14.300,19.01
000:00:14.325,-8.09
000:00:14.350,-1.53
000:00:14.375,5.42
000:00:14.400,3.44
000:00:14.425,15.73
000:00:14.450,34.2
000:00:14.475,16.26
000:00:14.500,-10.69
000:00:14.525,-17.56
000:00:14.550,7.56
000:00:14.575,13.36
000:00:14.600,5.73
000:00:14.625,-2.75
000:00:14.650,8.85
000:00:14.675,17.86
000:00:14.700,10.38
000:00:14.725,8.24
000:00:14.750,21.45
000:00:14.775,21.68
000:00:14.800,10.08
000:00:14.825,-2.44
000:00:14.850,2.21
000:00:14.875,12.75
000:00:14.900,10.84
000:00:14.925,5.8
000:00:14.950,16.26
000:00:14.975,15.34
000:00:15.000,11.53
000:00:15.025,9.08
000:00:15.050,17.33
000:00:15.075,31.53
000:00:15.100,25.73
000:00:15.125,5.5
000:00:15.150,-0.76
000:00:15.175,-0.92
000:00:15.200,-1.53
000:00:15.225,21.76
000:00:15.250,36.79
000:00:15.275,15.57
000:00:15.300,-9.69
000:00:15.325,-18.7
000:00:15.350,0.46
000:00:15.375,13.82
000:00:15.400,1.45
000:00:15.425,-13.89
000:00:15.450,-25.88
000:00:15.475,-17.1
000:00:15.500,-4.58
000:00:15.525,3.28
000:00:15.550,13.36
000:00:15.575,14.12
000:00:15.600,-11.53
000:00:15.625,-37.94
000:00:15.650,-34.96
000:00:15.675,-9.85
000:00:15.700,8.7
000:00:15.725,12.9
000:00:15.750,7.63
000:00:15.775,-5.34
000:00:15.800,-19.39
000:00:15.825,-12.29
000:00:15.850,-0.76
000:00:15.875,-0.99
000:00:15.900,-17.71
000:00:15.925,-28.7
000:00:15.950,-30.84
000:00:15.975,-6.18
000:00:16.000,13.59
000:00:16.025,4.2
000:00:16.050,-2.14
000:00:16.075,9.62
000:00:16.100,7.71
000:00:16.125,-10.0
000:00:16.150,-11.68
000:00:16.175,9.54
000:00:16.200,17.48
000:00:16.225,9.85
000:00:16.250,-0.92
000:00:16.275,-1.3
000:00:16.300,-9.24
000:00:16.325,3.28
000:00:16.350,26.79
000:00:16.375,48.24
000:00:16.400,26.03
000:00:16.425,-0.23
000:00:16.450,-16.41
000:00:16.475,-6.79
000:00:16.500,11.6
000:00:16.525,15.19
000:00:16.550,9.62
000:00:16.575,9.01
000:00:16.600,-10.38
000:00:16.625,9.92
000:00:16.650,0.0
000:00:16.675,0.0
000:00:16.700,0.0
000:00:16.725,-17.56
000:00:16.750,-35.5
000:00:16.775,-30.53
000:00:16.800,-21.3
000:00:16.825,-6.56
000:00:16.850,-6.26
000:00:16.875,-7.94
000:00:16.900,-10.69
000:00:16.925,-26.49
000:00:16.950,-30.15
000:00:16.975,-14.96
000:00:17.000,-8.24
000:00:17.025,-20.15
000:00:17.050,-34.43
000:00:17.075,-25.73
000:00:17.100,-14.96
000:00:17.125,-29.31
000:00:17.150,-33.44
000:00:17.175,-21.53
000:00:17.200,-24.73
000:00:17.225,-27.56
000:00:17.250,-24.58
000:00:17.275,-34.5
000:00:17.300,0.0
000:00:17.325,0.0
000:00:17.350,0.0
000:00:17.375,0.0
000:00:17.400,0.0
000:00:17.425,0.0
000:00:17.450,0.0
000:00:17.475,0.0
000:00:17.500,-36.41
000:00:17.525,-32.06
000:00:17.550,15.5
000:00:17.575,0.0
000:00:17.600,0.0
000:00:17.625,0.0
000:00:17.650,26.49
000:00:17.675,31.3
000:00:17.700,39.08
000:00:17.725,36.03
000:00:17.750,33.66
000:00:17.775,27.25
000:00:17.800,38.47
000:00:17.825,44.73
000:00:17.850,33.89
000:00:17.875,24.43
000:00:17.900,32.44
000:00:17.925,41.76
000:00:17.950,34.05
000:00:17.975,34.58
000:00:18.000,44.58
000:00:18.025,30.31
000:00:18.050,6.95
000:00:18.075,7.4
000:00:18.100,26.26
000:00:18.125,45.42
000:00:18.150,35.19
000:00:18.175,5.34
000:00:18.200,5.11
000:00:18.225,6.79
000:00:18.250,2.29
000:00:18.275,8.7
000:00:18.300,6.49
000:00:18.325,-13.97
000:00:18.350,-30.08
000:00:18.375,-26.72
000:00:18.400,-11.53
000:00:18.425,-11.68
000:00:18.450,-23.21
000:00:18.475,-30.76
000:00:18.500,-21.53
000:00:18.525,-13.13
000:00:18.550,-25.42
000:00:18.575,-35.73
000:00:18.600,-24.12
000:00:18.625,-7.1
000:00:18.650,-12.06
000:00:18.675,-14.58
000:00:18.700,-5.88
000:00:18.725,-11.83
000:00:18.750,-26.18
000:00:18.775,-17.79
000:00:18.800,4.89
000:00:18.825,3.13
000:00:18.850,-27.18
000:00:18.875,-36.41
000:00:18.900,-16.34
000:00:18.925,-2.98
000:00:18.950,-7.56
000:00:18.975,-9.62
000:00:19.000,5.5
000:00:19.025,6.72
000:00:19.050,-2.98
000:00:19.075,-0.15
000:00:19.100,15.42
000:00:19.125,24.96
000:00:19.150,18.02
000:00:19.175,15.88
000:00:19.200,15.95
000:00:19.225,19.16
000:00:19.250,22.82
000:00:19.275,28.4
000:00:19.300,33.51
000:00:19.325,32.98
000:00:19.350,11.83
000:00:19.375,-3.82
000:00:19.400,24.73
000:00:19.425,0.0
000:00:19.450,0.0
000:00:19.475,-12.52
000:00:19.500,-25.95
000:00:19.525,3.05
000:00:19.550,18.63
000:00:19.575,15.04
000:00:19.600,-6.41
000:00:19.625,5.04
000:00:19.650,47.25
000:00:19.675,0.0
000:00:19.700,0.0
000:00:19.725,23.13
000:00:19.750,39.24
000:00:19.775,45.11
000:00:19.800,33.97
000:00:19.825,26.49
000:00:19.850,14.2
000:00:19.875,22.9
000:00:19.900,43.74
000:00:19.925,0.0
000:00:19.950,0.0
000:00:19.975,9.31
000:00:20.000,-6.49
000:00:20.025,20.61
000:00:20.050,40.08
000:00:20.075,35.27
000:00:20.100,15.27
000:00:20.125,24.73
000:00:20.150,35.19
000:00:20.175,23.97
000:00:20.200,13.05
000:00:20.225,26.03
000:00:20.250,20.23
000:00:20.275,-9.54
000:00:20.300,-37.63
000:00:20.325,-24.27
000:00:20.350,-6.79
000:00:20.375,5.95
000:00:20.400,5.19
000:00:20.425,-15.73
000:00:20.450,-42.67
000:00:20.475,-47.63
000:00:20.500,0.0
000:00:20.525,0.0
000:00:20.550,-19.62
000:00:20.575,-32.98
000:00:20.600,-45.88
000:00:20.625,-48.93
000:00:20.650,0.0
000:00:20.675,0.0
000:00:20.700,0.0
000:00:20.725,0.0
000:00:20.750,-10.69
000:00:20.775,-18.32
000:00:20.800,-38.02
000:00:20.825,-39.77
000:00:20.850,-31.91
000:00:20.875,-26.34
000:00:20.900,-34.12
000:00:20.925,-26.18
000:00:20.950,-8.09
000:00:20.975,-0.46
000:00:21.000,0.0
000:00:21.025,0.0
000:00:21.050,0.0
000:00:21.075,0.0
000:00:21.100,0.0
000:00:21.125,-42.98
000:00:21.150,0.0
000:00:21.175,0.0
000:00:21.200,0.0
000:00:21.225,0.0
000:00:21.250,-20.92
000:00:21.275,-27.18
000:00:21.300,0.0
000:00:21.325,0.0
000:00:21.350,-22.6
000:00:21.375,2.06
000:00:21.400,12.21
000:00:21.425,-11.76
000:00:21.450,-19.16
000:00:21.475,1.53
000:00:21.500,9.24
000:00:21.525,-2.75
000:00:21.550,-6.49
000:00:21.575,-9.01
000:00:21.600,-13.13
000:00:21.625,-12.06
000:00:21.650,-6.03
000:00:21.675,-13.21
000:00:21.700,-28.32
000:00:21.725,-43.28
000:00:21.750,-35.57
000:00:21.775,-28.63
000:00:21.800,-19.39
000:00:21.825,-19.85
000:00:21.850,-13.36
000:00:21.875,15.42
000:00:21.900,28.47
000:00:21.925,25.57
000:00:21.950,28.55
000:00:21.975,25.88
000:00:22.000,15.04
000:00:22.025,1.6
000:00:22.050,-2.37
000:00:22.075,2.75
000:00:22.100,4.12
000:00:22.125,9.31
000:00:22.150,29.01
000:00:22.175,39.16
000:00:22.200,12.29
000:00:22.225,-21.6
000:00:22.250,-2.67
000:00:22.275,31.37
000:00:22.300,27.86
000:00:22.325,3.89
000:00:22.350,-7.25
000:00:22.375,-5.73
000:00:22.400,-5.42
000:00:22.425,1.53
000:00:22.450,17.02
000:00:22.475,34.58
000:00:22.500,30.76
000:00:22.525,14.35
000:00:22.550,6.72
000:00:22.575,31.45
000:00:22.600,36.03
000:00:22.625,19.31
000:00:22.650,9.62
000:00:22.675,11.98
000:00:22.700,-0.15
000:00:22.725,-13.21
000:00:22.750,-5.5
000:00:22.775,21.22
000:00:22.800,19.39
000:00:22.825,0.61
000:00:22.850,-17.02
000:00:22.875,-8.32
000:00:22.900,1.83
000:00:22.925,7.86
000:00:22.950,4.43
000:00:22.975,9.69
000:00:23.000,14.05
000:00:23.025,7.25
000:00:23.050,4.5
000:00:23.075,5.19
000:00:23.100,-6.79
000:00:23.125,-14.35
000:00:23.150,-7.48
000:00:23.175,7.86
000:00:23.200,3.13
000:00:23.225,-11.68
000:00:23.250,-9.77
000:00:23.275,5.11
000:00:23.300,2.14
000:00:23.325,0.92
000:00:23.350,-5.34
000:00:23.375,0.0
000:00:23.400,6.87
000:00:23.425,5.73
000:00:23.450,-3.51
000:00:23.475,1.83
000:00:23.500,-0.46
000:00:23.525,-9.92
000:00:23.550,-17.86
000:00:23.575,0.46
000:00:23.600,8.7
000:00:23.625,-15.27
000:00:23.650,-23.05
000:00:23.675,0.08
000:00:23.700,14.05
000:00:23.725,-6.87
000:00:23.750,-34.58
000:00:23.775,-30.76
000:00:23.800,-42.52
000:00:23.825,0.0
000:00:23.850,0.0
000:00:23.875,0.0
000:00:23.900,0.0
000:00:23.925,0.0
000:00:23.950,0.0
000:00:23.975,0.0
000:00:24.000,0.0
000:00:24.025,-34.5
000:00:24.050,-42.6
000:00:24.075,-29.24
000:00:24.100,-27.1
000:00:24.125,-34.81
000:00:24.150,-31.15
000:00:24.175,-16.49
000:00:24.200,-4.66
000:00:24.225,20.38
000:00:24.250,38.55
000:00:24.275,0.0
000:00:24.300,0.0
000:00:24.325,20.08
000:00:24.350,3.89
000:00:24.375,3.89
000:00:24.400,20.92
000:00:24.425,11.76
000:00:24.450,-5.11
000:00:24.475,2.67
000:00:24.500,11.76
000:00:24.525,14.05
000:00:24.550,5.27
000:00:24.575,3.44
000:00:24.600,13.89
000:00:24.625,20.15
000:00:24.650,15.8
000:00:24.675,16.79
000:00:24.700,20.53
000:00:24.725,18.24
000:00:24.750,12.44
000:00:24.775,13.13
000:00:24.800,26.03
000:00:24.825,24.5
000:00:24.850,6.72
000:00:24.875,6.79
000:00:24.900,29.08
000:00:24.925,31.53
000:00:24.950,0.23
000:00:24.975,-13.97
000:00:25.000,9.24
000:00:25.025,34.27
000:00:25.050,23.59
000:00:25.075,7.86
000:00:25.100,5.65
000:00:25.125,4.66
000:00:25.150,0.0
000:00:25.175,0.0
000:00:25.200,0.0
000:00:25.225,0.0
000:00:25.250,0.0
000:00:25.275,0.0
000:00:25.300,0.0
000:00:25.325,0.0
000:00:25.350,16.56
000:00:25.375,0.0
000:00:25.400,-0.92
000:00:25.425,0.46
000:00:25.450,-12.9
000:00:25.475,-8.55
000:00:25.500,-2.52
000:00:25.525,-6.72
000:00:25.550,-10.69
000:00:25.575,-24.66
000:00:25.600,-32.52
000:00:25.625,-24.12
000:00:25.650,-16.87
000:00:25.675,-24.89
000:00:25.700,-26.26
000:00:25.725,-30.92
000:00:25.750,-35.11
000:00:25.775,-39.08
000:00:25.800,-20.84
000:00:25.825,-7.56
000:00:25.850,-4.35
000:00:25.875,-19.08
000:00:25.900,-14.43
000:00:25.925,-18.09
000:00:25.950,-30.23
000:00:25.975,-24.81
000:00:26.000,-25.88
000:00:26.025,-20.84
000:00:26.050,-7.86
000:00:26.075,-5.11
000:00:26.100,-12.98
000:00:26.125,-16.79
000:00:26.150,-16.95
000:00:26.175,-7.4
000:00:26.200,6.41
000:00:26.225,7.1
000:00:26.250,-7.33
000:00:26.275,-18.02
000:00:26.300,-18.55
000:00:26.325,-13.05
000:00:26.350,-6.34
000:00:26.375,6.79
000:00:26.400,3.74
000:00:26.425,-8.78
000:00:26.450,-18.47
000:00:26.475,-10.92
000:00:26.500,6.95
000:00:26.525,10.38
000:00:26.550,-8.4
000:00:26.575,-18.47
000:00:26.600,-5.88
000:00:26.625,4.66
000:00:26.650,-4.96
000:00:26.675,-2.75
000:00:26.700,9.92
000:00:26.725,6.64
000:00:26.750,-14.96
000:00:26.775,-23.51
000:00:26.800,-3.59
000:00:26.825,24.43
000:00:26.850,18.4
000:00:26.875,-3.21
000:00:26.900,-3.36
000:00:26.925,18.09
000:00:26.950,17.71
000:00:26.975,14.81
000:00:27.000,6.03
000:00:27.025,-1.37
000:00:27.050,-1.76
000:00:27.075,0.23
000:00:27.100,-5.8
000:00:27.125,2.98
000:00:27.150,4.05
000:00:27.175,-8.24
000:00:27.200,-9.85
000:00:27.225,1.91
000:00:27.250,7.79
000:00:27.275,-1.45
000:00:27.300,-7.48
000:00:27.325,6.18
000:00:27.350,8.55
000:00:27.375,-11.68
000:00:27.400,-24.12
000:00:27.425,-10.15
000:00:27.450,-7.33
000:00:27.475,-38.09
000:00:27.500,-39.24
000:00:27.525,-5.27
000:00:27.550,15.88
000:00:27.575,0.46
000:00:27.600,-19.92
000:00:27.625,-17.4
000:00:27.650,-4.05
000:00:27.675,-5.34
000:00:27.700,-11.37
000:00:27.725,-12.67
000:00:27.750,-20.15
000:00:27.775,-28.55
000:00:27.800,-14.2
000:00:27.825,14.5
000:00:27.850,21.68
000:00:27.875,4.05
000:00:27.900,-3.66
000:00:27.925,-7.79
000:00:27.950,-7.4
000:00:27.975,-4.81
000:00:28.000,-6.18
000:00:28.025,-11.98
000:00:28.050,-15.19
