TIME, 1-REF
000:00:13.800,0.23
000:00:13.825,4.58
000:00:13.850,7.18
000:00:13.875,-0.76
000:00:13.900,-20.76
000:00:13.925,-19.39
000:00:13.950,-3.51
000:00:13.975,-13.82
000:00:14.000,-17.18
000:00:14.025,-11.45
000:00:14.050,-5.5
000:00:14.075,-18.02
000:00:14.100,-22.98
000:00:14.125,-13.13
000:00:14.150,-5.42
000:00:14.175,-5.8
000:00:14.200,-10.76
000:00:14.225,-24.96
000:00:14.250,-10.08
000:00:14.275,-2.14
000:00:14.300,-11.6
000:00:14.325,-13.82
000:00:14.350,3.59
000:00:14.375,-0.23
000:00:14.400,-14.27
000:00:14.425,-10.53
000:00:14.450,-12.52
000:00:14.475,-23.89
000:00:14.500,-19.16
000:00:14.525,-14.12
000:00:14.550,-1.76
000:00:14.575,-7.79
000:00:14.600,-20.38
000:00:14.625,-28.02
000:00:14.650,1.45
000:00:14.675,0.23
000:00:14.700,-14.66
000:00:14.725,-20.99
000:00:14.750,-23.36
000:00:14.775,-19.92
000:00:14.800,-13.66
000:00:14.825,-11.91
000:00:14.850,-8.47
000:00:14.875,-4.27
000:00:14.900,-12.52
000:00:14.925,-16.95
000:00:14.950,-7.56
000:00:14.975,6.34
000:00:15.000,6.11
000:00:15.025,-10.69
000:00:15.050,-16.72
000:00:15.075,-14.58
000:00:15.100,-8.02
000:00:15.125,-6.41
000:00:15.150,-6.11
000:00:15.175,-12.82
000:00:15.200,-18.17
000:00:15.225,-4.27
000:00:15.250,19.31
000:00:15.275,9.85
000:00:15.300,-7.1
000:00:15.325,-10.61
000:00:15.350,-2.98
000:00:15.375,10.23
000:00:15.400,5.11
000:00:15.425,-10.31
000:00:15.450,-1.37
000:00:15.475,2.98
000:00:15.500,-5.95
000:00:15.525,0.61
000:00:15.550,12.29
000:00:15.575,2.6
000:00:15.600,-9.16
000:00:15.625,-10.84
000:00:15.650,3.59
000:00:15.675,14.43
000:00:15.700,-0.76
000:00:15.725,-12.98
000:00:15.750,-0.46
000:00:15.775,8.17
000:00:15.800,4.96
000:00:15.825,-6.95
000:00:15.850,-5.8
000:00:15.875,5.34
000:00:15.900,5.11
000:00:15.925,-5.11
000:00:15.950,-3.13
000:00:15.975,5.57
000:00:16.000,13.74
000:00:16.025,-0.69
000:00:16.050,-6.49
000:00:16.075,2.44
000:00:16.100,25.11
000:00:16.125,0.0
000:00:16.150,0.0
000:00:16.175,0.0
000:00:16.200,0.0
000:00:16.225,0.0
000:00:16.250,6.41
000:00:16.275,-5.95
000:00:16.300,-34.2
000:00:16.325,0.0
000:00:16.350,0.0
000:00:16.375,-15.5
000:00:16.400,-10.53
000:00:16.425,-25.04
000:00:16.450,0.0
000:00:16.475,0.0
000:00:16.500,0.0
000:00:16.525,-13.21
000:00:16.550,-0.53
000:00:16.575,-5.73
000:00:16.600,-14.89
000:00:16.625,-16.79
000:00:16.650,-5.04
000:00:16.675,5.11
000:00:16.700,-12.75
000:00:16.725,-26.79
000:00:16.750,-17.02
000:00:16.775,11.07
000:00:16.800,16.03
000:00:16.825,3.97
000:00:16.850,-4.73
000:00:16.875,10.15
000:00:16.900,9.92
000:00:16.925,-10.99
000:00:16.950,-10.76
000:00:16.975,0.99
000:00:17.000,-1.3
000:00:17.025,-3.82
000:00:17.050,-7.33
000:00:17.075,-1.68
000:00:17.100,6.41
000:00:17.125,10.08
000:00:17.150,0.92
000:00:17.175,0.99
000:00:17.200,5.57
000:00:17.225,4.05
000:00:17.250,8.02
000:00:17.275,13.28
000:00:17.300,3.66
000:00:17.325,-8.32
000:00:17.350,-4.81
000:00:17.375,9.08
000:00:17.400,8.63
000:00:17.425,-9.01
000:00:17.450,-12.67
000:00:17.475,1.53
000:00:17.500,1.53
000:00:17.525,-7.1
000:00:17.550,-8.32
000:00:17.575,-4.35
000:00:17.600,5.73
000:00:17.625,-1.6
000:00:17.650,-7.63
000:00:17.675,1.76
000:00:17.700,-0.53
000:00:17.725,-13.13
000:00:17.750,-17.02
000:00:17.775,5.27
000:00:17.800,17.86
000:00:17.825,-11.6
000:00:17.850,-20.23
000:00:17.875,-9.92
000:00:17.900,-14.2
000:00:17.925,-16.64
000:00:17.950,0.53
000:00:17.975,14.27
000:00:18.000,5.19
000:00:18.025,-21.22
000:00:18.050,-26.49
000:00:18.075,-9.31
000:00:18.100,11.3
000:00:18.125,7.63
000:00:18.150,-17.86
000:00:18.175,-25.57
000:00:18.200,-0.23
000:00:18.225,2.14
000:00:18.250,-9.31
000:00:18.275,-19.24
000:00:18.300,-15.11
000:00:18.325,-3.21
000:00:18.350,-0.69
000:00:18.375,-4.05
000:00:18.400,0.38
000:00:18.425,-2.29
000:00:18.450,-10.84
000:00:18.475,-12.29
000:00:18.500,-11.68
000:00:18.525,-15.57
000:00:18.550,-13.05
000:00:18.575,-3.89
000:00:18.600,10.61
000:00:18.625,8.85
000:00:18.650,-10.15
000:00:18.675,-8.47
000:00:18.700,17.25
000:00:18.725,13.44
000:00:18.750,-16.79
000:00:18.775,-37.71
000:00:18.800,-25.04
000:00:18.825,-26.11
000:00:18.850,0.0
000:00:18.875,0.0
000:00:18.900,0.0
000:00:18.925,-44.12
000:00:18.950,-40.53
000:00:18.975,-35.57
000:00:19.000,-20.76
000:00:19.025,-12.6
000:00:19.050,-17.48
000:00:19.075,-34.81
000:00:19.100,-34.58
000:00:19.125,-16.64
000:00:19.150,-8.4
000:00:19.175,-17.94
000:00:19.200,-21.76
000:00:19.225,-10.69
000:00:19.250,-2.9
000:00:19.275,4.12
000:00:19.300,0.0
000:00:19.325,0.0
000:00:19.350,0.0
000:00:19.375,0.0
000:00:19.400,0.0
000:00:19.425,0.0
000:00:19.450,0.0
000:00:19.475,7.48
000:00:19.500,2.67
000:00:19.525,7.48
000:00:19.550,-0.53
000:00:19.575,-23.05
000:00:19.600,-26.26
000:00:19.625,-8.55
000:00:19.650,-1.15
000:00:19.675,-11.22
000:00:19.700,-7.02
000:00:19.725,0.38
000:00:19.750,5.5
000:00:19.775,-2.9
000:00:19.800,-7.18
000:00:19.825,-6.72
000:00:19.850,-6.11
000:00:19.875,-2.06
000:00:19.900,13.28
000:00:19.925,8.63
000:00:19.950,-13.97
000:00:19.975,-17.1
000:00:20.000,-12.98
000:00:20.025,-0.08
000:00:20.050,2.67
000:00:20.075,-7.1
000:00:20.100,-9.47
000:00:20.125,-1.45
000:00:20.150,-1.91
000:00:20.175,-13.66
000:00:20.200,-19.01
000:00:20.225,0.0
000:00:20.250,-1.68
000:00:20.275,-4.5
000:00:20.300,1.22
000:00:20.325,2.06
000:00:20.350,-5.27
000:00:20.375,-9.85
000:00:20.400,-3.82
000:00:20.425,6.79
000:00:20.450,6.34
000:00:20.475,3.51
000:00:20.500,-0.84
000:00:20.525,9.77
000:00:20.550,18.78
000:00:20.575,14.5
000:00:20.600,7.33
000:00:20.625,1.3
000:00:20.650,13.13
000:00:20.675,14.73
000:00:20.700,0.69
000:00:20.725,0.99
000:00:20.750,6.11
000:00:20.775,-4.35
000:00:20.800,-19.16
000:00:20.825,-12.82
000:00:20.850,0.15
000:00:20.875,-2.6
000:00:20.900,-7.18
000:00:20.925,2.6
000:00:20.950,10.08
000:00:20.975,-1.3
000:00:21.000,-17.1
000:00:21.025,-1.68
000:00:21.050,8.55
000:00:21.075,-1.6
000:00:21.100,-10.08
000:00:21.125,0.92
000:00:21.150,8.93
000:00:21.175,5.5
000:00:21.200,-8.4
000:00:21.225,-3.74
000:00:21.250,14.81
000:00:21.275,7.56
000:00:21.300,-10.0
000:00:21.325,-11.53
000:00:21.350,5.88
000:00:21.375,1.07
000:00:21.400,-17.33
000:00:21.425,-11.91
000:00:21.450,14.89
000:00:21.475,13.44
000:00:21.500,-2.44
000:00:21.525,-7.48
000:00:21.550,-1.22
000:00:21.575,1.53
000:00:21.600,-10.31
000:00:21.625,-10.15
000:00:21.650,4.96
000:00:21.675,4.81
000:00:21.700,0.84
000:00:21.725,3.21
000:00:21.750,9.85
000:00:21.775,-0.61
000:00:21.800,-6.72
000:00:21.825,4.27
000:00:21.850,-0.53
000:00:21.875,-1.07
000:00:21.900,0.0
000:00:21.925,-9.39
000:00:21.950,8.02
000:00:21.975,15.8
000:00:22.000,-6.95
000:00:22.025,-3.66
000:00:22.050,12.37
000:00:22.075,-1.83
000:00:22.100,0.76
000:00:22.125,9.31
000:00:22.150,9.16
000:00:22.175,3.21
000:00:22.200,-4.5
000:00:22.225,-5.27
000:00:22.250,8.17
000:00:22.275,13.74
000:00:22.300,10.23
000:00:22.325,-2.9
000:00:22.350,-5.5
000:00:22.375,0.38
000:00:22.400,-4.05
000:00:22.425,-14.12
000:00:22.450,-11.07
000:00:22.475,-7.48
000:00:22.500,-2.44
000:00:22.525,2.29
000:00:22.550,5.34
000:00:22.575,-2.67
000:00:22.600,-2.14
000:00:22.625,6.95
000:00:22.650,23.05
000:00:22.675,13.44
000:00:22.700,-2.29
000:00:22.725,3.21
000:00:22.750,19.77
000:00:22.775,10.08
000:00:22.800,-6.95
000:00:22.825,-2.75
000:00:22.850,12.9
000:00:22.875,5.95
000:00:22.900,-4.96
000:00:22.925,-4.66
000:00:22.950,1.37
000:00:22.975,0.92
000:00:23.000,-4.89
000:00:23.025,-24.43
000:00:23.050,-24.5
000:00:23.075,4.5
000:00:23.100,7.79
000:00:23.125,-6.87
000:00:23.150,-13.97
000:00:23.175,-11.83
000:00:23.200,-7.1
000:00:23.225,-0.46
000:00:23.250,-10.53
000:00:23.275,-31.22
000:00:23.300,-30.15
000:00:23.325,-24.2
000:00:23.350,-23.59
000:00:23.375,-24.2
000:00:23.400,-36.79
000:00:23.425,-44.73
000:00:23.450,-32.52
000:00:23.475,4.27
000:00:23.500,11.76
000:00:23.525,3.36
000:00:23.550,-1.45
000:00:23.575,15.8
000:00:23.600,22.52
000:00:23.625,19.69
000:00:23.650,30.61
000:00:23.675,35.5
000:00:23.700,19.31
000:00:23.725,16.87
000:00:23.750,27.71
000:00:23.775,28.85
000:00:23.800,6.49
000:00:23.825,6.11
000:00:23.850,32.14
000:00:23.875,0.0
000:00:23.900,0.0
000:00:23.925,4.27
000:00:23.950,17.33
000:00:23.975,34.81
000:00:24.000,18.24
000:00:24.025,-0.61
000:00:24.050,-4.89
000:00:24.075,9.54
000:00:24.100,18.02
000:00:24.125,6.34
000:00:24.150,3.05
000:00:24.175,17.63
000:00:24.200,4.89
000:00:24.225,-4.96
000:00:24.250,5.88
000:00:24.275,18.93
000:00:24.300,21.91
000:00:24.325,5.95
000:00:24.350,0.31
000:00:24.375,16.49
000:00:24.400,18.78
000:00:24.425,6.26
000:00:24.450,0.84
000:00:24.475,13.59
000:00:24.500,14.89
000:00:24.525,8.85
000:00:24.550,1.68
000:00:24.575,1.76
000:00:24.600,-3.21
000:00:24.625,-11.07
000:00:24.650,-14.5
000:00:24.675,0.08
000:00:24.700,4.89
000:00:24.725,-6.49
000:00:24.750,-10.38
000:00:24.775,1.68
000:00:24.800,-7.33
000:00:24.825,-19.08
000:00:24.850,-29.31
000:00:24.875,-18.4
000:00:24.900,-6.03
000:00:24.925,-2.44
000:00:24.950,-4.05
000:00:24.975,-4.89
000:00:25.000,0.31
000:00:25.025,0.38
000:00:25.050,-10.0
000:00:25.075,-13.13
000:00:25.100,5.34
000:00:25.125,11.15
000:00:25.150,1.53
000:00:25.175,6.03
000:00:25.200,12.9
000:00:25.225,3.51
000:00:25.250,-3.97
000:00:25.275,-1.91
000:00:25.300,6.11
000:00:25.325,9.54
000:00:25.350,7.25
000:00:25.375,1.83
000:00:25.400,-2.06
000:00:25.425,-6.03
000:00:25.450,-15.27
000:00:25.475,-6.87
000:00:25.500,6.95
000:00:25.525,-7.4
000:00:25.550,-16.79
000:00:25.575,-15.8
000:00:25.600,-7.86
000:00:25.625,-5.5
000:00:25.650,-6.03
000:00:25.675,-8.78
000:00:25.700,-7.4
000:00:25.725,-18.47
000:00:25.750,-33.28
000:00:25.775,-22.75
000:00:25.800,5.34
000:00:25.825,21.07
000:00:25.850,8.09
000:00:25.875,-14.43
000:00:25.900,-13.13
000:00:25.925,3.05
000:00:25.950,14.43
000:00:25.975,11.45
000:00:26.000,9.39
000:00:26.025,5.57
000:00:26.050,-13.74
000:00:26.075,-20.61
000:00:26.100,1.07
000:00:26.125,12.14
000:00:26.150,11.37
000:00:26.175,8.4
000:00:26.200,-0.38
000:00:26.225,-10.38
000:00:26.250,2.21
000:00:26.275,7.02
000:00:26.300,-9.69
000:00:26.325,-18.85
000:00:26.350,-37.18
000:00:26.375,0.0
000:00:26.400,0.0
000:00:26.425,0.0
000:00:26.450,-40.92
000:00:26.475,-39.08
000:00:26.500,-27.86
000:00:26.525,-18.02
000:00:26.550,-21.68
000:00:26.575,-26.95
000:00:26.600,-20.69
000:00:26.625,0.0
000:00:26.650,8.7
000:00:26.675,0.0
000:00:26.700,0.0
000:00:26.725,0.0
000:00:26.750,0.0
000:00:26.775,0.0
000:00:26.800,12.37
000:00:26.825,-10.53
000:00:26.850,-41.68
000:00:26.875,0.0
000:00:26.900,0.0
000:00:26.925,0.0
000:00:26.950,-33.97
000:00:26.975,-29.24
000:00:27.000,-28.55
000:00:27.025,-22.37
000:00:27.050,-25.04
000:00:27.075,-32.82
000:00:27.100,-29.39
000:00:27.125,-0.99
000:00:27.150,42.14
000:00:27.175,0.0
000:00:27.200,0.0
000:00:27.225,0.0
000:00:27.250,0.0
000:00:27.275,24.73
000:00:27.300,19.54
000:00:27.325,26.49
000:00:27.350,26.49
000:00:27.375,17.18
000:00:27.400,11.83
000:00:27.425,24.35
000:00:27.450,29.08
000:00:27.475,9.85
000:00:27.500,6.49
000:00:27.525,22.9
000:00:27.550,9.31
000:00:27.575,1.83
000:00:27.600,0.0
000:00:27.625,8.4
000:00:27.650,6.03
000:00:27.675,5.42
000:00:27.700,3.97
000:00:27.725,10.08
000:00:27.750,7.48
000:00:27.775,-0.99
000:00:27.800,-6.72
000:00:27.825,1.6
000:00:27.850,-2.21
000:00:27.875,-6.41
000:00:27.900,2.14
000:00:27.925,27.02
000:00:27.950,20.15
